source,symbol,link,date,title,content
머니투데이,033920,/news/news_read.nhn?article_id=0003994165&office_id=008&mode=search&query=무학&page=1,2018-01-17 14:58,"대선에 부산 1위 내준 무학, '쓴잔'","[머니투데이 조성훈 기자] [부산지역 월간 점유율 50%미만으로 추락..경남서도 진로, 대선 공세에 주춤] 무학 좋은데이 영남지역 소주업계의 터줏대감인 무학의 추락세가 심상치 않다. 텃밭인 부산지역 1위 자리를 대선에 내주고 안방인 경남지역 점유율도 하락하고 있다. 17일 소주업계에 따르면, 최근 무학은  부산과 경남 등 주력 판매지역에서 입지가 좁아지고 있다. 지난해 초 만해도 무학의 부산시장 월간점유율은 75% 수준으로 20% 정도인 대선에 압도적 우위를 점했지만 지난해 말에는 50% 아래로 하락한 것으로 파악됐다. 같은 기간 경쟁사인 대선의 점유율은 50%이상으로 늘어났다. 월간기준 점유율 1위 자리를 대선에 내준 것이다. 경남지역에서는 여전히 무학이 70%대 점유율로 1위 자리를 지키고 있지만 지난해초 90%가 넘던 것에 비하면 위상이 예전 같지 않다. 전국소주업체인 하이트진로의 비수도권 영업확대 여파가 크다. 지난해초 6%에 불과했던 하이트진로의 경남지역 점유율은 연말 10%대 초반으로 늘어났고 대선도 5% 이상으로 점유율을 끌어올리며 약진 중인 것으로 전해졌다. 부산 시장의 점유율 역전과 경남에서의 부진으로 무학은 지난해 영업이익이 30%가량, 매출은 2~3% 가량 감소한 것으로 추정된다. 무학의 추락에는 복합적인 이유가 있다. 먼저 경쟁사인 대선의 공세가 크다. 한때 부산시장의 맹주였던 대선은 푸르밀 신준호 회장이 이를 인수하고 2007년 다시 사모펀드에 매각하는 과정에서 먹튀논란이 일면서 지역민들의 외면을 받았다. 그러나 2011년 향토 조선기자재 업체인 비엔그룹에 인수된 대선이 수년전부터 공격적 영업으로 반등에 나선 것이다. 설상가상으로 지난해 8월 무학은 주력소주인 '좋은데이'에 담뱃재 추정 이물질이 검출돼 제조 일시정지 처분을 받았고 취수지인 지하수 수질검사도 부적합 판정을 받으면서 체면을 구겼다. 무학은 최근 신제품 '좋은데이1929'를 출시하며 대선의 파상공세 저지에 나섰지만 소주업체들간 경쟁이 가열됨에따라 당분간 점유율 회복이 쉽지않을 것이라는 관측이 많다. 한 소주업계 관계자는 ""소주는 애향심이 많이 작용하는데 최근 대선의 적극적인 공세에 애주가들은 물론 영업점들이 향토기업인 대선 쪽으로 옮겨가는 상황""이라면서 ""무학이 최근 수년동안 텃밭을 수성하기보단 서울 수도권 공략에 나서면서 역량을 분산시킨 것도 영향을 미친 것 같다""고 말했다. 무학 관계자는 ""지난해 하반기 이후 점유율이 50%선까지 하락한 것은 맞지만 최근들어 영업망을 정비하면서 내림세가 종료됐으며 올들어서 회복세를 보이고 있다""고 말했다."
머니투데이,033920,/news/news_read.nhn?article_id=0003823598&office_id=008&mode=search&query=무학&page=1,2017-02-16 17:05,"무학, 지난해 영업익 520억원&hellip;전년比 21%&darr;","[머니투데이 김성은 기자] 무학은 지난해 연결 영업이익이 전년 대비 20.8% 줄어든 520억원이라고 16일 공시했다. 같은 기간 매출액은 8.7% 감소한 2702억원, 당기순이익은 113.7% 늘어난 616억원이다. textlinktopstart textlinktopend textlinkstart"
이데일리,033920,/news/news_read.nhn?article_id=0003943401&office_id=018&mode=search&query=무학&page=1,2017-10-13 16:57,"무학, 충주에 주류 공장 건설&hellip;750억 투입",[이데일리 강경래 기자]무학(033920)은 충주메가폴리스 산업단지 내에 주류 공장을 건설한다고 13일 공시했다. 투자액은 750억원으로 건설 기간은 2019년 3월 31일까지다.
아시아경제,033920,/news/news_read.nhn?article_id=0003718308&office_id=277&mode=search&query=무학&page=1,2016-03-31 08:02,신한금투 &quot;무학 목표주가 4만3000원으로 상향&quot;,"[아시아경제 김민영 기자]신한금융투자는 31일 무학에 대해 견조한 이익 증가를 감안해 목표주가를 기존 3만9000원에서 4만3000원으로 올려 잡았다. 투자의견은 '매수'를 유지했다. 홍세종 신한금융투자 연구원은 ""ELS 관련 우려는 지속적으로 축소되고 있다""며 ""견조한 이익 증가를 감안해 Target Multiple을 기존 19배(음식료 평균에서 10% 할인)에서 21배(평균)로 상향했다""고 말했다. 1분기 별도 매출액은 전년동기대비 10.1% 늘어난 665억원, 영업이익은 18% 증가한 173억원으로 전망했다. 홍 연구원은 ""소주 가격 인상 덕분에 매출액과 영업이익이 같이 증가하는 구조""라면서 ""2016년 3월 말 기준 ELS(주가연계증권) 기초자산(KOSPI200, S&P500, 홍콩H지수)은 2015년 말 대비 0.7% 상승했고 관련 이익은 10~20억원(기타영업외수익) 내외로 추정된다""고 말했다. 2016년 별도 매출액은 전년대비 4.1% 늘어난 2896억원, 영업이익은 15.4% 증가한 764억원으로 추정했다. 제덕동 부지 매각 관련 일회성 이익(매출액160억원)을 제외한 실제 매출 성장률은 10.4%로 예상했다. 국내 시장점유율은 14%를 유지할 것으로 봤다. 그는 ""지난해 3분기에는 ELS(주가연계증권) 상품에서만 514억원의 손실이 발생했다""며 ""2016년에는 ELS 관련 이익이 없다고 가정해도 순이익이 전년보다 93.3% 증가할 수 있다""고 했다. 그는 또 ""2016년 예상 PER(주가수익비율)은 17.4배로 주류 사업자 중 여전히 가장 저평가됐다""며 ""가격 인상 효과를 감안하면 음식료 평균인 21배를 하회할 이유는 없다""고 했다."
뉴시스,033920,/news/news_read.nhn?article_id=0008396980&office_id=003&mode=search&query=무학&page=1,2018-01-17 05:30,"[초점]무학, 지난해 부산&middot;경남 점유율 50%&darr;...&quot;산토끼 잡으려다 집토끼도 놓...","【서울=뉴시스】김종민 기자 = 수도권 영업을 강화해왔던 부산·경남지역 기반 주류기업 무학이 수도권뿐 아니라 텃밭 PK 시장 점유율도 50% 밑으로 떨어지며 쓴잔을 마시고 있다. 한때 부산경남에서 80~90%의 점유율을 보였던 무학은 지난 2014년 '좋은데이'를 앞세워 수도권 입성을 노리며 전국구 브랜드 도약을 노렸다. 하지만 오히려 수익성 부진으로 올 한해도 유의미한 실적 개선이 쉽지 않을 것이란 전망이다. 17일 IBK투자증권 보고서에 따르면 지난 2016년 초 75% 수준이던 무학의 부산지역 시장 점유율은 지난해 말 50% 밑으로 떨어졌다. 부산에선 향토소주기업 대선주조가 20%대이던 점유율을 50%수준까지 확대했고, 경남에서도 하이트진로 참이슬의 인기가 높아지고 있어 입지가 줄어들었다. 2016년 말 6% 수준이던 하이트진로의 경남지역점유율은 지난해 말 기준 10% 초반으로 상승했다. 특히 본사가 있는 창원에서도 참이슬의 점유율이 20%대로 상승했고, 대선도 5% 이상의 시장 점유율을 보이고 있다. 지난해 무학은 수도권 시장에 도전장을 내밀고 영업력 확대를 위한 마케팅 확대, 부산지역 내 판매량 회복을 위한 방어적 성격의 비용지출 등 수익성 부진에 시달렸다. 올해도 텃밭에서의 시장 경쟁력 하락세가 이어지고 있어 판관비 절감이 쉽지않아 이 같은 상황은 당분간 이어질 것으로 전망된다. 일각에선 무학의 수도권 진출 실패가 수도권 소주업체들의 강력한 견제나 소비자 선호도 탓만은 아니라는 지적도 나온다. 사실상 불공정 영업행위로 촉발된 국세청 조사, 회장 갑질 의혹, 영업 담당 임직원 각서 강요 논란, 임직원 파생상품 투자 손실 우려 등의 무학 내부의 문제도 컸다. 이에 무학은 지난해 말 조직 개편을 통한 체질개선에 이어 올 들어 11년 만에 신제품 '좋은데이 1929'를 내놓으며 젊은층 공략에 나섰다. 또 하이트진로가  마산지역 맥주 공장을 최종 매각 결정 시 적극적으로 인수할 의사할 의사를 밝히는 등 장기적 안목의 투자를 지속할 방침이다. 최재호 무학그룹 회장 아울러 무학은 국내시장뿐 아니라 베트남을 기점으로한 동남아 주류시장 공략에도 관심을 갖고있다. 무학은 지난해 6월 베트남에서 보드카 등을 생산, 판매하는 주류회사 ‘빅토리(VICTORY)’를 인수했다. 베트남 호아빈 도심 부근에 위치한 빅토리사는 보드카와 와인, 스파클링 와인, 주류원료 및 병 음료 등을 생산하고 있다. 다만 이 같은 노력에도 금융투자업계에선 올해도 무학의 의미있는 실적 개선이 쉽지 않을 것이란 전망을 내놓고 있다. IBK투자증권은 올해 예상 매출액은 전년대비 1.2% 상승한 2666억원, 영업이익은 395억원으로 영업이익률은 14.8%가 될 것으로 예상했다. 지난 2013년부터 5년 평균 영업이익률이 21.6%에 달했던 것을 고려하면 의미있는 회복은 아니라는 설명이다."
연합뉴스,033920,/news/news_read.nhn?article_id=0009652507&office_id=001&mode=search&query=무학&page=1,2017-11-01 14:19,&quot;지역 청년실업난 해소하자&quot;&hellip;무학-경남도 기업트랙 사업 협약,"(창원=연합뉴스) 박정헌 기자 = 향토 주류기업인 무학은 1일 경남도청 도정회의실에서 경남도와 '경남형 기업트랙 사업' 협약을 체결했다. 무학그룹 로고 [연합뉴스 자료사진] 이날 협약식에는 한경호 경남도지사 권한대행, 무학 강민철 사장, 도내 기업·대학 관계자 등 100여 명이 참석했다. 협약을 통해 참여 기업은 신규직원 채용 때 관련 사업이수자 우대해 선발한다. 대학은 기업이 필요로 하는 전문인력 양성을 위한 기업 맞춤형 사업을 시행한다. '경남형 기업트랙 사업'은 도·기업·도내 대학교 간 협업을 바탕으로 기업이 원하는 인재를 대학에서 교육 후 취업과 연계하는 사업이다. 올해 10월 말까지 총 153개 기업과 협약을 체결해 807명을 취업시키는 성과를 거뒀다. 앞서 무학은 도내 기업 중 처음으로 정부의 일자리 정책에 동참하고 좋은 일자리를 늘리기 위해 기간제 근로자 90명을 정규직으로 전환한 바 있다. 강민철 무학 사장은 ""취업문제로 고민하는 도내 청년들을 돕고 어려움을 해소하려는 경남도의 정책에 뜻을 함께하기 위해 동참하게 됐다""고 말했다."
연합뉴스,033920,/news/news_read.nhn?article_id=0009652594&office_id=001&mode=search&query=무학&page=1,2017-11-01 14:36,&quot;안심하고 마시세요&quot;&hellip;무학 모든 생산 제품 식품안전관리인증,"창원1공장, 울산공장에 이어 창원2공장까지 '해썹' 인증 (창원=연합뉴스) 박정헌 기자 = 향토 주류기업 무학은 경남 창원2공장이 한국식품안전관리인증원으로부터 식품안전관리인증(HACCP)을 받았다고 1일 밝혔다. 무학 창원2공장 [연합뉴스 자료사진] 무학은 창원1공장, 울산공장에 이어 창원2공장까지 해썹 인증을 받아 소주 '좋은데이' 등 전 공장 생산 제품에 대해 정부 인증을 받게 됐다. 해썹은 식품의 원재료부터 생산과 제조, 가공, 조리, 유통에 이르기까지 전 과정에서 이물질이 섞이거나 오염되는 등 위해 요소를 사전에 차단하고 관리하는 식품안전관리제도다. 창원2공장은 이번 해썹 인증을 받기 위해 '클린룸'을 만들고 교차오염을 방지하기 위해 위생실 3개 등을 설치했다. 또 제품에 이물질이 섞이는 것을 방지하고자 출입로와 출입문, 주입기 부근에 에어커튼도 설치했다. 강민철 무학 대표이사는 ""고품질의 제품으로 고객들을 만족하게 하려고 국내에서 가장 뛰어나고 안정적인 생산설비를 갖추려 노력한 결실""이라며 ""앞으로도 우수한 제품을 통해 소비자들의 신뢰와 만족도를 높이겠다""고 말했다."
뉴시스,033920,/news/news_read.nhn?article_id=0007530459&office_id=003&mode=search&query=무학&page=1,2016-10-18 09:15,[빅데이터MSI]빅데이터MSI 톱5&hellip;한샘&middot;무학&middot;쌍용양회&middot;현대위아&middot;무림P&amp;P,"【서울=뉴시스】강세훈 기자 = 18일 오전 빅데이터 시장심리지수(MSI)가 가장 높은 톱5에 한샘·무학·쌍용양회·현대위아·무림P&P가 선정됐다. 뉴시스와 코스콤이 주요 상장기업 250곳에 대해 공동 분석해 뽑아낸 빅데이터 MSI(Market Sentiment Index)에 따르면 전 거래일 오후 4시부터 이날 오전 8시까지 데이터를 취합한 결과 이같이 나타났다. 이날 톱5에 선정된 5개 종목 가운데 한샘 MSI 레벨은 지난 17일 4단계에서 이날 7단계로 올랐다. 3분기 양호한 실적 전망이 나오고 있다. KB투자증권 김세련 연구원은 ""3분기 영업이익은 382억원으로 전년동기대비 18.3% 증가할 것으로 예상한다""며 ""3분기 이사 비수기 시즌에 따라 B2C 대리점 성장률 둔화가 불가피할 것으로 보이지만, 전분기 및 전년동기대비 주택거래량 호조 로 B2B의 턴어라운드 가능성, 온라인 부문의 고성장 지속으로 타 건자재 대비 우량한 실적이 지속될 것""이라고 말했다. 무학 MSI 레벨은 지난 17일 4단계에서 이날 7단계로 올랐다. 무학 주가는 연초에 비해 30% 가량 하락한 상태다. 최근 반등 양상을 나타내자 거래량이 증가, 투자자들이 관심이 높아지고 있는 것으로 풀이된다. 쌍용양회 MSI 레벨은 지난 17일 4단계에서 이날 7단계로 올랐다. 쌍용양회는 최근 자회사 쌍용머티리얼 매각 가능성이 제기되면서 관심이 집중되고 있다. 쌍용양회는 지난 10일 공시를 통해 ""쌍용머티리얼의 지분 매각을 내부적으로 검토하고 있으나 현재까지 구체적으로 결정된 사항은 없다""고 답변한 바 있다. 현대위아 MSI 레벨은 최근 이틀 연속 7단계를 유지하고 있다. 3분기 실적이 시장 전망치 대비 부진할 것으로 전망되지만 내년 매출과 이익 성장에 대한 기대감이 반영되고 있는 것으로 풀이된다. HMC투자증권 이명훈 연구원은 18일 현대위아의 올해 3분기 실적이 시장 기대치(컨센서스)를 하회할 것으로 추정했다. 이 연구원은 ""3분기 연결 영업이익은 작년 동기에 비해 34.8% 감소한 728억원에 그쳐 컨센서스를 14.8% 하회할 것""이라며 ""국내 공장의 출고 감소와 멕시코 공장 등 신규 공장의 초기 비용 부담 등의 영향이 이어졌다""고 설명했다. 이어 ""그러나 현대차 그룹 내에서 엔진공급 점유율 확대 등 중장기 성장모멘텀은 여전히 확고하다""며 ""3분기 실적발표를 전후로 주가가 바닥을 확인할 것으로 예상한다. 가격메리트 확대와 내년도 매출 및 이익성장폭에서 비롯되는 중기적 관점의 전망이 밝다""고 덧붙였다. 무림P&P MSI 레벨은 지난 17일 1단계에서 이날 7단계로 상승했다. 무림P&P 주가는 최근 상승세를 나타내며 반등 양상을 나타내고 있다. 한편 뉴시스와 코스콤은 온라인과 소셜네트워킹서비스(SNS)에서 수집된 개별 종목 관련 빅데이터를 긍정과 부정으로 분류해 점수화한 다음 이를 최근 1년 간 흐름과 비교해 지수를 산출했다. MSI산출 대상은 코스피 200종목과 코스피 지수, 코스닥 50종목과 코스닥 지수 등 250개 개별 종목이다. MSI는 1단계 '매우 나쁨', 2단계 '나쁨', 3단계 '약간 나쁨', 4단계 '보통', 5단계 '약간 좋음', 6단계 '좋음', 7단계 '매우 좋음' 등 총 7단계로 분류한다."
뉴스1,033920,/news/news_read.nhn?article_id=0002017126&office_id=421&mode=search&query=무학&page=1,2016-04-22 18:28,"무학, 한국외식업중앙회 종사자 자녀 장학금 전달","© News1 무학이 부산·울산·경남 지회에 장학금 총 3000여만 원을 전달했다. 부산·울산·경남 지회에 장학금 총 3000여만원 전달협력 기관·단체에게 동반성장과 상호협력 당부해 (서울=뉴스1) 박승희 인턴기자 = 종합주류제조회사 무학은 한국외식업중앙회 부산·울산·경남 지회에 장학금 총 3천여만 원을 전달했다고 22일 밝혔다. 강민철 무학 대표이사는 종사자 자녀가 학업에 전념할 수 있도록 돕기 위한 장학금 3000여만원을 전달하며 각 지회에 동반성장과 상호협력을 위해 노력해줄 것을 당부했다. 한국외식업중앙회는 외식 문화 발전과 외식업계 종사자의 권익을 대변하는 단체로 무학의 소주 제품 '좋은데이'의 판매와 홍보에 앞장서왔다. 이에 감사한 마음을 표하고 함께 발전해나가기 위한 목적으로 무학은 2007년부터 매년 3000여만원의 장학금 등을 후원해온 바 있다. 한편 한국외식업중앙회 외에도 조리사협회, 주류도매협회 등 제품이 소비자에게 전달되기까지 다양한 곳에서 협력 중인 단체 종사자들에게 보답하고자 해왔다. 무학은 주류판매업 종사자들의 애로사항을 경청하고 신체보호를 위해 4000여만원 상당의 허리지지대를 증정했다."
뉴스1,033920,/news/news_read.nhn?article_id=0002019741&office_id=421&mode=search&query=무학&page=1,2016-04-25 10:51,"최재호 무학 회장, 네팔에 지진피해 복구 성금 1만弗 전달","© News1 (서울=뉴스1) 장도민 기자 = 무학은 네팔 '굿데이스쿨' 지진 피해 복구를 위해 성금 1만달러(1151만원)를 전달했다고 25일 밝혔다. 지난 16일 최재호 무학 회장과 산악인 박정헌 대장 등 10여 명의 굿데이스쿨 원정대는 네팔 툴러바르쿠(랑탕 지역)을 방문했다. 원정대는 잦은 지진으로 인한 굿데이스쿨의 일부 균열 등 피해 복구를 위한 성금 1만달러를 현지 시민단체(NGO) 단체에 기탁했다. 원정대는 굿데이스쿨 학생과 마을주민들을 초청해 식사 자리를 갖졌으며 학교의 환경미화를 위해 굿데이스쿨 건설 당시 기록된 사진 앨범 설치하고 아이들을 위해 영화상영 등의 봉사활동도 진행했다. 굿데이스쿨은 무학의 글로벌 사회공헌활동의 일환이다. 지난 2013년 무학은 전액을 투자해 네팔 어린이들이 부족함 없이 공부할 수 있도록 굿데이스쿨을 설립했다. 또 도서관 추가 건설, 수도와 전기, 책상, 교복, 영어책 5500여권 공급 등 학교 운영에 필요한 시설을 지원하고 있다. 최 회장은 ""네팔의 굿데이스쿨은 무학이 글로벌주류기업으로의 도약을 위한 사회공헌활동""이라고 말했다."
