date,rink,title,content
2023-06-20 09:57:00,https://finance.naver.com/item/news_read.naver?article_id=0005029521&office_id=014&code=138930&page=1&sm=title_entity_id.basic,"빈대인 BNK금융 회장 ""BNK證 자금회수 못할 가능성 대비""","부동산 사업 관련 브릿지론과 중·후순위 채권 비중 큰 사업장 많아올해 그룹의 이익 규모가 줄어들어 긴축 경영이 불가피  [파이낸셜뉴스]   빈대인 회장 사진=뉴스1 빈대인 BNK금융그룹 회장은 19일 ""BNK투자증권을 비롯해 그룹 차원의 긴축 경영이 불가피하다""고 밝혔다.   빈 회장은 언론사와 간담회을 갖고 ""BNK투자증권을 상대로 경영 점검을 벌인 결과, 부동산 사업 관련 브릿지론과 중·후순위 채권 비중이 높은 사업장이 많아 자금 회수를 못 할 가능성에 대비, 충당금을 적립하는 등 리스크에 대응해야 한다""며 이같이 말했다.   빈 회장은 ""그룹 계열사 경영 상황을 점검한 결과 6월 말(2·4분기) 성과가 목표 대비 미달할 것으로 보인다""며 ""특히 BNK투자증권의 경영 상황이 걱정은 되지만, 대응 못 할 정도는 아니다""고 설명했다.   그는 ""올해 그룹의 이익 규모가 줄어들어 긴축 경영이 불가피하지만, 지역 경제 활성화 등 '상생 사업'은 줄이지 않겠다""고 강조했다.   빈 회장은 부산은행과 경남은행 전산 통합과 관련해 ""계열사 은행의 IT(정보기술)를 통합하면 1000억원의 비용을 절감할 수 있다""며 ""금융감독원 등 금융 당국과 전산 통합과 관련한 규제 개선을 논의하고 있다""고 말했다. 이어 ""계열사 은행 전산 통합으로 인한 비용 절감분은 전액 지역 상생 사업에 사용하겠다""고 덧붙였다.   빈 회장은 금융환경 변화와 관련, ""'사람이 편리한 디지털 금융'을 디지털 전환의 비전으로 삼고 데이터 기반의 의사결정 체계를 확립하겠다""며 ""올해 초 도입한 인공지능(AI)·빅데이터 플랫폼을 통해 그룹사별 고객 데이터를 축적하고 분석하면서 데이터 기반의 의사결정을 강화해 나가겠다""고 밝혔다.   빈 회장은 ""지속 가능한 성장 체계 마련을 위해 '2030 전략'을 수립하고 기업문화 개선을 위해 금융인으로서 갖추어야 할 가장 기본적인 도덕성을 바탕으로 '바른 생각'과 '바른 행동'을 통한 '바른 BNK'를 먼저 정립할 방침""이라고 강조했다.파이낸셜뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""태닝 통에서 7시간"" 새까맣게 구워진 톱여배우, 다리가...""내가 대상탈 줄 알고.."" 박은빈 계속 노려본 연예인 반전정체나체로 거리 활보하다 강제입원 당했던 여배우, 또다시...미스코리아 출신 현대차 여성 정비사의 몰락, 필로폰을...직장 그만두고 시위하는 父, 고3 딸이 과외선생이랑..."
2023-06-19 17:56:00,https://finance.naver.com/item/news_read.naver?article_id=0004857818&office_id=015&code=138930&page=1&sm=title_entity_id.basic,"빈대인 BNK금융 회장 ""올해 긴축경영 불가피""","BNK투자증권 일부 부실 우려부산·경남은행 전산통합 추진BNK금융그룹이 연말까지 긴축 경영에 들어간다. 자회사인 BNK투자증권의 부동산 프로젝트파이낸싱(PF) 대출 부실이 커진 데 따른 조치다.빈대인 BNK금융 회장(사진)은 19일 기자간담회에서 “BNK투자증권을 대상으로 경영 점검을 벌인 결과 부동산 PF 관련 브리지론과 중·후순위 채권이 많아 자금 회수를 못할 가능성에 대비해 추가 충당금을 적립해야 하는 상황”이라고 밝혔다.BNK투자증권의 부동산 PF 사업장 80여 개 중 부실 징후가 드러나 관리가 필요한 사업장은 30곳 정도로 추산된다. 올 1분기 BNK투자증권의 순이익은 191억원으로 작년 같은 기간보다 44.6% 급감했다. 빈 회장은 “2분기부터 연말까지 실적에 악영향을 미칠 것”이라며 “리스크 관리를 위해 성장 중심 경영 계획을 긴축 중심으로 전환할 것”이라고 했다.하지만 BNK투자증권의 부동산 PF 부실이 BNK금융 전체 경영에 미치는 영향은 제한적이라고 선을 그었다. 부산·경남은행 PF 대출은 선순위 채권으로 부실 우려가 크지 않다는 설명이다. 빈 회장은 “문제가 되는 부문은 투자증권과 캐피탈 등 2금융 영역”이라며 “연체율 등 주요 지표가 업계 평균치보다 낮아 그룹 전체의 위기로 번질 가능성은 없다”고 강조했다.BNK금융은 충당금 적립 규모를 확대하고 부동산 관련 대출 비중도 작년 하반기보다 1% 이상 줄이기로 했다. BNK투자증권과 BNK캐피탈은 조직 축소에 들어갈 방침이다.부산은행과 경남은행 통합으로 해석돼 추진을 늦춰온 은행 간 정보기술(IT) 부문 통합 문제도 긴축 경영 돌입과 함께 본격적인 논의에 들어갈 전망이다. 두 은행 간 IT 통합으로 절감하는 비용이 1000억원에 이르기 때문이다. 빈 회장은 “법 개정이라는 높은 벽이 있지만 경영 정보상 고객 정보 공유가 가능하다는 금융당국의 의견을 받아내기도 했다”며 “IT 통합으로 절감한 비용을 지역사회에 공헌하는 등 다양한 해법을 제시할 것”이라고 했다.부산=민건태 기자 minkt@hankyung.com한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.신문폐지 팔던 회사, 4년만에 '1891억' 대박 비결하루 새 230억 몰렸다…바닥 찍었다는 종목 정체""가자, 일본으로""…8년 만에 찾아온 역대급 기회'갤Z플립5' 유출…""디자인 대박"" 애플빠 홀렸다""비만보다 심각""…MZ세대 위협하는 '이 질환'"
2023-06-19 17:21:00,https://finance.naver.com/item/news_read.naver?article_id=0004203616&office_id=011&code=138930&page=1&sm=title_entity_id.basic,"빈대인 BNK 금융그룹 회장 ""올해 긴축 경영 불가피…금융 환경 악화""","[연합뉴스 자료사진][서울경제] 빈대인 BNK금융그룹 회장은 19일 ""경제 여건과 금융환경의 어려움이 지속되는 만큼 긴축 경영이 불가피하다""고 밝혔다.빈 회장은 이날 기자간담회에서 ""BNK투자증권을 상대로 경영 점검을 벌인 결과 부동산 사업 관련 브리지론과 중·후순위 채권이 많은 사업장이 많아 자금 회수를 못 할 가능성에 대비해 충당금을 적립하는 등 리스크에 대응해야 한다""며 이같이 말했다.빈 회장은 ""그룹 계열사 경영 상황을 점검한 결과 6월 말(2분기) 성과가 목표 대비 미달할 것으로 보인다""고 내다봤다. 그는 ”특히 BNK투자증권의 경영 상황이 걱정은 되지만 대응 못 할 정도는 아니다""고 설명했다.빈 회장은 부산은행과 경남은행 전산 통합과 관련해 ""계열사 은행의 정보기술을 통합하면 1천억원의 비용을 절감할 수 있다""며 ""금융감독원 등 금융 당국과 전산 통합과 관련한 규제 개선을 논의하고 있다""고 말했다. 이어 ""계열사 은행 전산 통합으로 인한 비용 절감분은 전액 지역 상생 사업에 사용하겠다""고 덧붙였다.서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.아시아나 한 달 만 또 제주항공서 '비상구 개방 난동'아이까지 낳았는데···의사 남친에 파혼당한 인기 유튜버 왜?""저승사자 멱살 잡고 싸우던 분""···'명의' 주석중 교수 애도 잇따라인터넷서 알게된 4명 강릉서 극단 선택···3명 숨져'오겜' 새 참가자 온다, 임시완·강하늘·박성훈·양동근 합류"
2023-06-16 17:03:00,https://finance.naver.com/item/news_read.naver?article_id=0005510138&office_id=018&code=138930&page=1&sm=title_entity_id.basic,"거래소, BNK미래전략기술액티브 등 ETF 9종목 상장","[이데일리 김보겸 기자] 한국거래소는 BNK, 미래, 신한, 키움, 한국, 한화자산운용 등 6개 운용사가 발행한 상장지수펀드(ETF) 9종목을 오는 20일 유가증권시장에 상장할 예정이라고 16일 밝혔다. BNK 미래전략기술액티브는 정부가 육성하고자 하는 12대 전략기술산업 관련 기업에 투자하는 ETF다. 반도체와 2차전지 등 발전이 가시화된 산업과 우주항공, 양자 등 기술발전이 유망한 산업도 투자대상에 포함된다. TIGER 미국배당다우존스는 10년 이상 배당금을 꾸준히 지급한 미국기업 중 펀더멘털을 고려해 선별한 우량·고배당 기업 100종목에 투자한다.TIGER 미국배당+3%/7%프리미엄다우존스는 ‘TIGER 미국배당다우존스’에 콜옵션 매도를 통한 프리미엄 확보 전략을 결합한 상품이다. 연간 3% 또는 7% 프리미엄을 수취할 수 있도록 보유주식 대비 일정 비중만큼 잔존만기 1개월인 S&P500 콜옵션을 매월 매도한다. SOL 유럽탄소배출권인버스ICE(H)는 글로벌 탄소배출권선물 중 거래가 가장 활발한 유럽 탄소배출권선물에 대한 인버스 상품이다. 기존 +1배 상품과 함께 박스권 장세에 있는 유럽 탄소배출권에 대한 양방향 투자할 수 있다. 히어로즈 미국달러SOFR금리액티브(합성)은 한국의 KOFR에 해당하는 미국 무위험지표금리인 SOFR에 환노출 방식으로 투자한다. 달러에 투자하면서 투자기간 동안 매일 변동되는 SOFR 금리를 복리로 제공받을 수 있어 효과적인 달러 투자수단이다. ARIRANG 태양광&ESS Fn은 태양광 업체 및 생산된 전기를 효율적으로 저장하는 에너지 저장시스템(ESS) 업체에 투자하는 ETF다. 신재생에너지 중 태양광은 풍력·수력 등에 비해 경제적이고 단기간에 설치 가능하여 성장 잠재력이 크다. 이와 함께 ESS 시장도 성장성이 유망하다. ACE 25-06/26-06 회사채(AA-이상)액티브는 만기가 각각 ‘25.6월 및 ’26.6월로 존속기한이 3년 미만인 상품이다. 존속기한형 ETF는 만기가 있어 기간 경과에 따른 금리변동의 영향이 축소되고, 투자시점의 YTM을 만기시점에 수령할 수 있다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.카페서 행패, 윗옷 벗고 달려들어도…경찰 '영업 방해' 아냐해수부, 모든 수산물 최대 50% 할인…명절 제외 최대 규모교수 자리 뜨자 출석부 조작…그들 향한 풍문은 사실이었다도요타의 황당한 장인정신? 전기차에 '가짜 수동 변속기' 왜 달까""집안에 빈 소주병만 30개""…사흘 방치된 2살, 사망 당시 현장"
2023-06-15 14:39:00,https://finance.naver.com/item/news_read.naver?article_id=0004856457&office_id=015&code=138930&page=1&sm=title_entity_id.basic,中서 글로벌 사업 확대나선 방성빈 BNK 부산은행장,"중국 난징은행과 업무협약 체결칭다오 농상은행에 이어 중국 내 두 번째 전략적 파트너사진 왼쪽 두 번째부터 BNK 부산은행 방성빈 은행장, 중국 난징은행 주문개 부행장. 부산은행 제공.방성빈 BNK금융그룹 부산은행장이 글로벌사업 확대를 위한 적극적인 행보를 보이고 있다.방 행장은 중국 내 현지 전략적 파트너를 확보하고 현지 사업 확대를 위한 기반 강화를 위해 취임 후 첫 해외출장길에 올랐다.부산은행은 15일 중국 난징은행과 업무협력 확대를 위한 전략적 업무협약을 체결했다고 밝혔다. 지난 12일 중국 칭다오농상은행에 이어 두 번째 업무협약이다.부산은행과 난징은행은 이번 업무협약을 바탕으로 상호 네트워크와 강점을 공유해 지급결제·무역금융·자금시장 등 다양한 분야에서 교류를 확대해 나갈 예정이다.중국 난징은행은 1996년에 설립돼 2022년 기준 총자산 약 385조원을 보유한 중국 초우량 상업은행이다.부산은행은 2020년 지방은행 최초로 중국 난징시에 점포 개설을 추진할 당시 지점인가 신청 후 약 5개월 만에 최단기 예비인가 승인을 득하는 등 중국 내 사업 확장을 위한 적극적인 행보를 이어왔다. 특히 난징지점은 2020년 개점 당시 코로나19 사태로 개점식 조차 열 수 없었던 환경 속에서도 영업 3년 만에 조기 흑자전환을 달성하며 부산은행의 핵심 해외점포로 빠르게 성장하고 있다.부산은행은 난징지점 개설을 통해 중국을 북부와 남부지역으로 이분화하는 효율적인 영업 네트워크를 구축했다는 평가를 받고 있다. 이번 업무협약 체결을 통해 중국 내 진출 지역별 전략적 파트너를 확보해 현지 사업 확대를 위한 기반을 한층 더 강화했다.방성빈 부산은행장은 “이번 업무협약 체결을 통해 중국 내 신사업을 적극 발굴하고 영업력 강화에 집중하겠다”며 “향후에도 은행의 새로운 성장동력으로서 글로벌사업을 더욱 확대해 나가겠다”고 했다.한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""5000만원 생긴다""…3시간 만에 3만명 우르르""인스타 얼굴은 다 가짜, 사진 찍고 나면…""""내 돈 어쩌냐…살려달라"" 동학개미들 '비명'모텔 옆방 성관계 촬영 들통나자…'돌발 행동'서울 사립초 입학 지원, 내년부터는…'깜짝'"
2023-06-07 16:19:00,https://finance.naver.com/item/news_read.naver?article_id=0013987843&office_id=001&code=138930&page=1&sm=title_entity_id.basic,"부경대·BNK금융그룹·동서대, 디지털금융 인재 육성 협약","부경대·BNK금융그룹·동서대, 디지털금융 인재 육성 협약[부경대 제공·재판매 및 DB 금지]    (부산=연합뉴스) 오수희 기자 = 부경대와 BNK금융그룹, 동서대는 7일 오후 부산은행 본점에서 '디지털금융 인재 양성을 위한 글로컬 산학협력 협약'을 체결했다.    장영수 부경대 총장과 빈대인 BNK금융그룹 회장, 장제국 동서대 총장은 이날 협약으로 부산지역 산학연계형 금융교육 인프라 구축과 상호 발전을 위해 협력하기로 했다.    부경대와 동서대의 공동학위를 수여하는 '디지털금융학과'가 내년에 신설됨에 따라, 세 기관은 산학연계형 금융교육 지원을 통해 부산지역 디지털금융공학 전문인력 육성에 힘을 모으기로 했다.     해당 학과에 입학하는 부경대와 동서대 학생들은 양 대학을 오가며 강의를 듣고 학점을 취득한다.    또 BNK금융그룹의 산학연계형 금융교육 지원을 받아 디지털 금융중심지로 도약하는 부산의 핀테크 전문 인재로 성장할 수 있게 된다.    BNK금융그룹은 산학연계 교육과정 개발과 운영에 사내 전문가를 투입하고, 양 대학은 BNK금융그룹 재직자를 대상으로 석·박사급 학위과정 교육을 지원한다.     세 기관은 디지털금융공학 연구 활성화를 위한 연구와 협력과제를 진행하고, 공동 학술대회 개최와 대학 내 혁신성장기업을 대상으로 한 설명회와 맞춤형 컨설팅 등도 지원한다.    osh9981@yna.co.kr연합뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다. 정유정 사이코패스 지수 28점대, 연쇄살인범 강호순보다 높아 ""이번 학기 (헛)수고""…티웨이 대학생 홍보포스터 논란속 철거 '혼합마약 투약·대마흡연' 벽산그룹 3세 징역형 집유 검찰 '성관계 불법촬영' 골프장 회장 아들 추가 기소 ""04년생 술마셔도 되나요?""…'만 나이 통일' 아직은 아리송"
2023-06-05 10:30:00,https://finance.naver.com/item/news_read.naver?article_id=0004852490&office_id=015&code=138930&page=1&sm=title_entity_id.basic,"내부고발제도 웹툰만든 부산은행…""금융사고 막는다""","내부고발을 주제로 사례별 친숙한 만화 제작BNK금융그룹 부산은행은 내부고발제도 활성화를 통한 금융사고 사전예방의 일환으로 ‘재밌고 유익한 웹툰 시리즈 내부고발제도’ 책자를 제작했다고 5일 밝혔다.이번 책자는 임직원들의 내부고발제도에 대한 이해를 높이기 위해 최근 발생한 금융사고 유형별 사례를 재밌고 알기 쉬운 웹툰으로 제작했다.제작된 웹툰은 사내 게시판에 등재해 임직원이 언제나 열람 가능하게 했다. 책자도 전 본부부서 및 영업점에 배부했다.부산은행은 내부통제제도를 지속가능영업을 위한 필수 제도로 인식하고 최적화된 내부통제제도를 구축, 운영하는데 최선을 다하고 있다.금융감독원 내부통제 혁신방안 시행에 따라 금융사고 예방조치 실효성 제고를 위한 △내부고발제도 △직무분리제도 △명령휴가제도 △사고예방지침의 세부기준도 마련해 금융사고 예방을 위한 내부통제 혁신을 전사적으로 추진하고 있다.한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""수익률 높은데 원금보장 된대"" 개미들 몰린 곳삼성 '이 제품'도 세계 1위?…'집관족' 필수 가전배우 윤태영, '30억대 주식' 세금 소송 결과가""대호황 감지""…수입대국 꿈꾸는 인도 중대결단SNS도 털린 '부산 돌려차기남'…섬뜩한 게시물"
2023-06-01 18:31:00,https://finance.naver.com/item/news_read.naver?article_id=0002306876&office_id=123&code=138930&page=1&sm=title_entity_id.basic,"BNK금융, ‘2030 부산세계박람회’ 유치 응원…‘부산에서 만나요’ 공개","BNK금융그룹, 부산은행, 경남은행 공식 유튜브에 각 1편씩 총 3편남녀직원 직접 출연, 매력적인 부산 명소 아름다운 영상미로 소개 ◆…BNK금융그룹이 '2030 부산세계박람회' 유치 응원을 위해 부산의 매력적인 모습을 담은 '부산에서 만나요' 영상을 공개했다. 사진=BNK금융그룹 제공BNK금융그룹이 '2030 부산세계박람회' 유치 응원을 위해 부산의 매력적인 모습을 담은 '부산에서 만나요' 영상을 1일 공개했다.   BNK금융그룹과 BNK부산은행, BNK경남은행 공식 유튜브 등을 통해 공개한 총 세 편의 영상은 BNK부산은행과 BNK경남은행의 남녀직원이 직접 출연해 각각 '남자의 초대', '여자의 방문', '만남'이라는 테마로 제작됐다.   각 영상에는 지난 4월 세계박람회기구(BIE) 실사단이 부산을 방문해 들렀던 을숙도 생태공원과 누리마루 APEC 하우스를 비롯해 광안대교, 영도 흰여울 문화마을, 송도해상 케이블카 등 부산을 대표하는 매력적인 명소가 2030 부산 엑스포 유치 응원송인 이무진의 '웰컴 투 월드 엑스포'와 함께 아름다운 영상미로 소개되고 있다.   BNK는 유치 응원 영상 공개를 기념해 6월 30일까지 BNK금융그룹 공식 유튜브 채널을 통해 영상 시청 이벤트도 진행한다.   응원 영상을 시청하고 '구독'과 '좋아요'를 누른 뒤 '2030 부산세계박람회' 개최 시 가장 가보고 싶은 곳을 댓글로 남기면 추첨을 통해 치킨 쿠폰(30명)과 커피 쿠폰(70명) 등을 선물할 예정이다.   BNK금융그룹 관계자는 ""2030 부산세계박람회 유치를 염원하며 이번 응원 영상이 국민들의 관심과 기대를 모으는데 작은 힘이 되었으면 좋겠다""며 ""BNK는 앞으로도 박람회 유치 응원을 위한 다양한 방안을 발굴해 지속적인 지원을 이어가겠다""고 말했다.   한편 BNK금융그룹은 지난 4월 '2030 부산세계박람회' 유치에 대한 체계적 지원을 위해 '2030부산세계박람회 유치 지원 TFT'를 하는 등 다양하고 실질적인 유치 응원 활동을 추진하며 범국민적 유치 열기를 이어나가기 위해 노력하고 있다.조세일보 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.BNK부산은행·자산관리공사, '국유재산 이용 국민 편익 증진 위한 업무협약' 체결BNK부산은행, 베트남 사이공-하노이은행과 협력 강화BNK부산은행, 2030부산세계박람회 유치 지원 총력…후원금 30억 기부BNK부산은행, 'BNK머닝플러스 2배 더 캐시백' 이벤트 진행방성빈 BNK부산은행장, 마약 예방 'NO EXIT' 캠페인 참여"
2023-05-26 17:22:00,https://finance.naver.com/item/news_read.naver?article_id=0005495072&office_id=018&code=138930&page=1&sm=title_entity_id.basic,"[마켓인]나신평, BNK證 등급전망 하향…부동산PF 우발부채 현실화","BNK투자증권 장기신용등급 등급전망 긍정적→안정적부정적인 영업환경에 운용손실 확대우발부채 규모 자기자본 대비 56.9% 수준이 기사는 2023년05월26일 16시21분에 마켓인 프리미엄 콘텐츠로 선공개 되었습니다.[이데일리 마켓in 박미경 기자] 나이스신용평가(나신평)가 BNK투자증권(A+)의 장기신용등급 등급전망을 하향 조정했다. 지난해 급격한 금리상승 등 부정적인 영업환경으로 인해 수익성이 저하됐다는 이유다.나신평은 26일 BNK투자증권의 장기신용등급 등급전망을 기존 ‘긍정적’에서 ‘안정적’으로 하향 조정했다고 밝혔다.BNK투자증권은 지난 2018년 이후 연이은 유상증자로 기업금융(IB) 부문을 확대되면서 수익구조 다변화, 시장지위 개선을 이뤘다. 위탁·IB·자기매매 등 전 부문의 고른 성장에 2021년까지 수익성 개선을 이어왔다. 그러나 2022년 연간 순이익은 598억원, 총자산순이익률(ROA)은 1.7%로 전년(1155억원, 3.5%) 대비 떨어졌다. 급격한 금리상승 등 부정적인 영업환경 때문이다. 특히 채무보증 확대를 통해 IB부문 실적은 개선됐으나, 주식 및 채권, 집합투자증권 등 운용손실 확대와 위탁매매부문 축소, 대손비용이 발생했다.또 국내 부동산 프로젝트파이낸싱(PF) 확약건을 중심으로 우발부채가 급격하게 늘어났고, 브릿지론 등 고위험 비중도 높아졌다. 2022년 하반기부터 자산건전성이 저하되면서 2023년 3월 말 기준 요주의이하자산은 906억원으로 늘어났고, 고정이하자산비율과 자기자본 대비 순요주의이하자산 비중은 각각 2.7%, 3.0%로 저하됐다.윤재성 나신평 연구원은 “우발부채 규모는 2023년 3월 말 기준 자기자본 대비 56.9% 수준”이라며 “부동산경기 저하와 부동산PF 익스포져로 인해 회사의 수익성 및 재무안정성의 추가적인 개선은 당분간 제한적일 것으로 보이며, 향후 우발부채 현실화 및 자산건전성 추가 저하 수준에 대한 모니터링이 필요하다”고 설명했다.이어 “한편, 유상증자와 이익시현을 통해 자본완충력은 우수한 수준을 유지하고 있다”며 “필요시 BNK금융계열의 재무적 지원가능성을 고려하였을 때 자본적정성은 안정적으로 관리 가능할 전망”이라고 덧붙였다.나신평은 BNK투자증권의 등급전망 상향 조정 검토 요인으로 ‘자본확충 및 사업역량 강화 등을 바탕으로 시장점유율의 유의미한 상승’, ‘사업다각화 및 경쟁지위 강화를 기반으로 수익성 개선 지속’ 등을 제시했다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'공포의 착륙' 아시아나 항공기 비상문 강제 개방 30대 男 검거""레슨비가 43억?"" 이선희, 후크 대표 '돈세탁' 담당 의혹 휩싸여망치 들고 어슬렁…대낮 행인들 공포에 떨게 한 남성의 최후""자매님과 바람났어요""..십계명 거스른 '교회 공개 외도''7만 전자' 뚫었다…""연말로 갈수록 더 오를 것"""
2023-05-26 08:39:00,https://finance.naver.com/item/news_read.naver?article_id=0000904655&office_id=366&code=138930&page=1&sm=title_entity_id.basic,"DS투자증권 “BNK금융지주, 돋보이는 주주가치 제고 의지”","DS투자증권은 BNK금융지주에 대해 26일 중장기 주주환원책을 발표한 데 이어 하반기 중간배당 도입 추진, 향후 분기 배당 검토 등 적극적인 주주환원 기조에 기반한 주가 제고 노력이 돋보인다며 투자의견 ‘매수’, 목표주가 8800원을 제시했다.BNK금융지주 사옥. /BNK금융지주        나민욱 연구원은 “1분기 지배순이익은 2569억원으로 시장 기대치를 4.9% 웃돌았다”며 “부산은행, 경남은행 등 양행 모두 고른 원화 대출 성장에도 그룹 순이자마진(NIM)이 하락하면서 이자 이익이 직전 분기 대비 5.3% 줄었다”고 평가했다.나 연구원은 “향후 NIM 정체에 따른 수익성 둔화는 안정적인 비용 관리를 통해 일정 부분 상쇄가 가능할 전망이다”며 “현재 당국에서 ‘두 은행’ 체제의 지주사에 대한 ‘전산 공동 활용 안건’을 논의하고 있는데, 향후 공동 사용을 넘어 전산 통합시 최소 1000억원 이상의 비용 절감이 예상된다”고 내다봤다.이어 “엑스포2030 유치 가능성에 따른 지역 경기 활성화 기대감을 감안하면 현재 주가순자산비율(PBR) 0.2배의 밸류에이션은 상당히 매력적”이라며 “지난 3월 매입 완료한 자사주(약 160억원)는 하반기 전량 소각할 계획이며, 이를 포함한 올해 주주환원율은 27.7%, 배당수익률은 10.0%로 예상된다”고 평가했다.조선비즈 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""시중 은행보다 저금리로 대출해드려요… 단, 조건은""중동 수주 실패한 현대·삼성의 한숨 ""가격이 너무…""'광산 개발' 공시한 이 기업… 번복 했다가는 '상폐' 위기남들 고통받을 때 최고가 찍은 기업, 코로나 이후 3배 뛰어공모가 대비 주가 반토막난 쏘카… 사상 첫 흑자 냈는데, 왜?"
