source,symbol,link,date,title,content
전자신문,053060,/news/news_read.nhn?article_id=0002676883&office_id=030&mode=search&query=세동&page=1,2018-01-22 16:33,[ET투자뉴스][세동 지분 변동] 윤정상 외 2명 40.48% 보유,"세동(053060)은 22일 최대주주 윤정상을  비롯한 특별관계자의 보유주식이 7962852주이며, 현재 보유지분율은 40.48%를 유지하고 있다. 이번 보고 사유는 대주주담보대출진행에 따른 담보비율변동으로  알려졌다.   최대주주와 특수관계자의 지분 변동은 주가에 영향을 주는 요인이다. 특히 보유비율을 지속적으로 늘리거나 줄일 경우, 해당종목 투자시 유의할 필요가 있다.  다음은 세동의 지분 변동 내역과 보유 내역이다."
한국경제TV,053060,/news/news_read.nhn?article_id=0000676631&office_id=215&mode=search&query=세동&page=1,2018-08-29 10:41,"보령A&amp;D메디칼, '심방세동 감지' 가능 가정용 혈압계 출시","[한국경제TV 전민정 기자] 보령제약그룹의 의료기기 계열사인 보령A&D메디칼이 심방세동 감지 기능을 추가한 가정용 혈압계를 출시했다고 29일 밝혔습니다. 심방세동은 분당 400~600회 정도로 심장이 빠르게 뛰는 부정맥의 일종으로 뇌졸중 또는 다른 심장 질환을 유발합니다. 이번에 출시하는 혈압계는 일본 AND사의 제품으로, 가정용혈압계의 소프트웨어 매개변수를 변경한 새로운 알고리즘을 통해 정확하게 심방세동을 감지할 수 있는 기술이 적용됐습니다. 특히 민감도와 특이도가 모두 100%에 달해 단 1번의 측정만으로 심방세동 감지가 가능합니다. 이 기술이 적용된 혈압계는 혈압측정 중 불규칙 맥파나 심방세동이 감지되면 하트마크가 표시되는데, 이 마크가 자주 나타나면 전문의와 상담해 정확한 진단을 받아야 한다고 회사 측은 설명했습니다. 건강보험심사평가원에 따르면 국내 심방세동 환자 수는 지난 4년간 18% 늘었습니다."
머니투데이,053060,/news/news_read.nhn?article_id=0004011395&office_id=008&mode=search&query=세동&page=1,2018-02-19 16:07,"세동, 지난해 영업손실 56억원&hellip; 적자 지속","[머니투데이 하세린 기자] 세동은 지난해 영업손실이 56억원으로 적자가 지속됐다고 19일 공시했다. 영업손실은 전년보다 31.8% 늘어났다. 같은기간 매출액은 1193억원으로 전년대비 4.9% 감소했다. 순손실은 69억원으로 전년보다 166.2% 늘어났다. 회사 측은 ""중국부문 매출 감소로 총매출액 감소와 해외진출 공장 손익분기점 미도래에 따른 영업손실이 발생했다""고 설명했다."
아시아경제,053060,/news/news_read.nhn?article_id=0003642811&office_id=277&mode=search&query=세동&page=1,2015-12-09 09:06,"종근당, 심방세동 치료제 '브리나베스' 독점 판매","[아시아경제 권용민 기자] 종근당이 캐나다 제약사 카디옴 파마의 급발작성 심방세동 치료 주사제 ‘브리나베스’의 국내 독점 판매 계약을 체결했다고 9일 밝혔다. 이번 계약으로 종근당은 2017년 국내 발매 예정인 브리나베스의 국내허가 및 독점 판매를담당하게 된다. 심방세동이란 심방이 규칙적으로 뛰지 않고 심방의 여러 부위가 무질서하게 뛰면서 불규칙한 맥박을 형성하는 부정맥의 일종으로심장 내에 혈액이 혈전을 형성해심근경색, 허혈성 뇌졸중을 일으킬 수 있는 위험한 질환이다. 브리나베스는 심방세동에 관여하는 이온채널을 조절해 불규칙적인 심장 리듬을 정상으로 전환시키는 약물이다. 심방세동 증상치료의 유일한 시술인 전기 심율동전환술(Direct Current Cardioversion, fDCC)과 달리 입원,금식이 필요치 않고 통증이 동반되지 않아 환자의 편의성을 크게 개선한 것이 특징이다. 이 제품은 세계 최대 심혈관 학회인 유럽심장학회에서 심방세동 치료 가이드라인의 1차 치료제로추천돼 유럽, 아시아 등 전 세계 32개 국가에서 판매되고 있다. 김영주 종근당 대표는 “브리나베스는 약효가 빠르고 우수하며환자의 편의성이 개선된 제품”이라며 “브리나베스가 국내 출시되면 심방세동의 획기적인 치료제로 주목받을 것으로 기대한다”고 말했다."
머니투데이,053060,/news/news_read.nhn?article_id=0003895222&office_id=008&mode=search&query=세동&page=1,2017-06-28 12:00,심방세동 진단 후 뇌졸중 발생률 높아,"[머니투데이 민승기 기자] [국립보건연구원, 표본코호트 DB 분석...진단 초기부터 적극적 관리 필요] 질병관리본부 본부동. /사진제공=질병관리본부 우리나라 심방세동 환자 중 1년 이내 허혈성 뇌졸중 발생률은 6%로 다른 나라에 비해 높은 수준인 것으로 나타났다. 심방세동은 불규칙한 맥박이 나타나는 부정맥의 일종으로, 주로 고혈압, 심부전, 판막질환 등에 동반돼 나타나는 질환이며, 뇌졸중의 위험을 5배 증가시키는 것으로 알려져 있다. 질병관리본부 국립보건연구원은 뇌졸중이 없으면서 심방세동으로 진단받은 환자를 대상으로 2007년부터 2013년까지 건강보험공단 자료를 분석한 결과(평균추적기간 3.2년) 허혈성 뇌졸중 발생률은 9.6%였으며, 특히 심방세동 진단 후 1년 이내 뇌졸중 발생률은 6% 수준이었다고 28일 밝혔다. 이는 미주, 유럽, 호주 등 다른 나라에 비해 높은 수준이다. 다른 나라 ‘심방세동 진단 후 1년 이내 허혈성 뇌졸중 발생률’을 살펴보면 △북아메리카 2% △서유럽 2% △호주 2% △동유럽 4% △중동 3% 수준이다. 특히 심방세동 환자에게 와파린과 같은 항응고제 치료를 할 경우 뇌졸중 발생을 60% 이상 감소시키는 것으로 알려져 있지만, 표본코호트 분석결과 우리나라에서 심방세동 환자의 항응고제 치료율은 13.6%로 낮았다. 치료 지속률도 낮았다. 진단 후 항응고제 치료를 3개월 이상 지속적으로 받은 환자는 10.1%에 불과했다. 이는 와파린과 같은 기존 항응고제의 경우 복약기준이 엄격하고 출혈의 위험이 있으며 다양한 약물과의 상호작용 등으로 부작용이 발생할 가능성이 높아 임상에서 처방률이 낮은 것으로 추정했다. 이번 연구결과에서도 3개월 이상 지속적인 치료를 받은 환자군의 경우 치료를 받지 않은 군에 비해 허혈성 뇌졸중 발생이 약 60% 감소하는 것으로 나타나 심방세동 환자에서 보다 적극적인 항응고제 투여가 필요하다고 국립보건연구원은 강조했다. 이번 연구결과는 올해 6월 국제학술지인 플로스 원(PLoS One) 인터넷판에 게재됐다. textlinktopstart textlinktopend textlinkstart"
아시아경제,053060,/news/news_read.nhn?article_id=0003704821&office_id=277&mode=search&query=세동&page=1,2016-03-11 10:52,"세동, 29일 정기 주주총회 개최",[아시아경제 최동현 기자] 세동은 오는 29일 오전 9시 세동 3층 대회의실 (부산시 기장군 장안산단8로8)에서 정기 주주총회를 개최한다고 11일 공시했다.
이데일리,053060,/news/news_read.nhn?article_id=0003622041&office_id=018&mode=search&query=세동&page=1,2016-09-01 17:07,"세동, 거래소로부터 주가급등 조회공시 요구",[이데일리 송이라 기자] 한국거래소는 세동(053060)에 최근의 현저한 주가급등에 대해 중요공시사항이 있는지 1일 조회공시 요구했다. 답변시한은 오는 2일 오후 6시까지다.
머니투데이,053060,/news/news_read.nhn?article_id=0003736185&office_id=008&mode=search&query=세동&page=1,2016-09-02 10:04,세동 &quot;주가급등 관련 별도로 공시할 내용 없다&quot;,"[머니투데이 권다희 기자] 세동이 ""코스닥시장 공시규정에 해당하는 사항이나 검토중 여부 및 이로 인한 주가 및 거래량에 대한 영향을 신중히 검토했다""며 ""최근의 현저한 시황변동(주가급등)과 관련해 별도로 공시할 중요한 정보가 없다""고 2일 밝혔다. 이는 1일 한국거래소 코스닥시장본부의 조회공시요구에 대한 답변이다. textlinktopstart textlinktopend textlinkstart"
서울경제,053060,/news/news_read.nhn?article_id=0003242433&office_id=011&mode=search&query=세동&page=1,2018-03-13 09:31,"(코)세동, 전일 대비 23.92% 상승.. 일일회전율은 15.96% 기록","[서울경제] 세동(053060) 은 13일 오전 9시 30분 현재 23.92% 오른 1,145원에 거래되고 있으며, 36(매도):64(매수)의 매수우위를 기록하고 있다. 거래대금은 34억7,887만, 거래량은 313만9,847주로 거래량회전율은 15.96%로 나타났다. 지난 1개월간 세동은 상승 11회, 하락 16회를 기록했고, 주가수익률은 22.85% 표준편차는 1.43%를 기록했다. 이 기간 ' 운송장비·부품업 ' 업종 평균 주가수익률은 1.17%로 나타났으며, 변동성은 1.87%를 기록했다. 이 시각 현재 ' 운송장비·부품업 '은 0.53% 상승 중이며, 49(매도):51(매수)의 매수우위를 기록하고 있다."
한국경제,053060,/news/news_read.nhn?article_id=0004002675&office_id=015&mode=search&query=세동&page=1,2018-08-29 10:51,"보령A&amp;D메디칼, 혈압계에 심방세동 감지 기능 추가","가정용혈압계 2종에 심방세동 감지 기능 적용혈압측정 중 불규칙 맥파, 심방세동 감지되면IHB/AFib 표시부에 하트마크 표시되는 기능 [ 전예진 기자  ] 보령제약그룹의 의료기기 전문 기업인 보령A&D메디칼(대표 허병우, 이재춘)이 29일 심방세동 감지 기능을 추가한 가정용 혈압계를 출시했다 심방세동(Atrial Fibrillation 이하 AFib)은 분당 400~600회 정도로 심장이 빠르게 뛰는 부정맥의 일종으로 뇌졸중이나 다른 심장 질환을 유발하는 질환이다. 일반적으로 나이에 따라 심방세동 발생률이 증가한다. 건강보험심사평가원에 따르면 국내 심방세동 환자수는 지난 4년간 약 18% 증가했다. 지난 1월 부정맥학회에서 발표된 결과를 보면 한국인의 92.8%가 심방세동이 무엇인지조차 알지 못하는 것으로 나타났다. 심방세동은 특별한 증상이 없는 경우가 많기 때문에 꾸준한 관리와 예방이 중요하다. 발작성 심방 세동 환자는 가슴이 두근거림, 흉통, 호흡곤란, 운동 능력 저하 등으로 평상시 활동에 제약을 받을 수 있고 만성으로 전환되면 이로 인해 심장 기능이 저하될 수 있다. 가장 문제가 될 수 있는 합병증은 심방 내 혈전(피떡)이 생기면서 이로 인한 뇌졸중 등의 발생 위험이 높아진다. 고혈압은 심방세동 발생의 주요한 위험요소로 혈압이 감소하면 심방세동을 억제하는 효과가 있다. 가정에서 상시적으로 혈압을 측정하면 심방세동을 비롯한 심혈관 질환을 보다 빨리 예견할 수 있다. 일본 AND사는 일본 자치(Jichi)대학교와의 협동 연구를 통해 가정용혈압계의 소프트웨어 매개변수를 변경한 새로운 알고리즘을 통해 정확하게 심방세동을 감지할 수 있는 기술을 개발했다. 이 기술을 적용한 AND 가정용 혈압계는 심방세동(AFib) 감지에 있어 민감도와 특이도를 각각 100% 달성, 단 1번의 측정만으로 심방세동 감지가 가능하다. 보령A&D메디칼은 가정용혈압계 모델명 UA-767S-W, UA-767S에 심방세동 감지 기능을 우선 적용했다. 두 제품은 혈압측정 중 불규칙 맥파(Irregular Heart Beat, IHB)나 심방세동(AFib)이 감지되면 IHB/AFib 표시부에 하트마크가 표시된다. 이 마크가 자주 나타나면 전문의와 상담해 정확한 진단을 받아야 한다. 혈압계에 대한 자세한 정보는 보령A&D메디칼 홈페이지(http://www.boryungand.co.kr) 또는 대표전화 (1577-4269)를 통해 확인 가능하다. 전예진 기자"
