source,symbol,link,date,title,content
뉴시스,204840,/news/news_read.nhn?article_id=0007504116&office_id=003&mode=search&query=지엘팜텍&page=1,2016-10-05 10:05,지엘팜텍-퓨쳐스트림네트웍스 코스닥 신규상장,"【서울=뉴시스】한국거래소 코스닥시장본부는 5일 오전 서울 여의도 서울사옥 홍보관에서 개량신약 개발 기업 지엘팜텍과 모바일광고플랫폼 기업 퓨쳐스트림네트웍스의 코스닥시장 신규상장기념식을 개최했다. 왼쪽부터 임승원 한국IR협의회 부회장, 김성현 KB투자증권 부사장, 이상혁 옐로모바일 대표이사, 신창균 퓨쳐스트림네트웍스 대표이사, 서종남 한국거래소 코스닥시장 본부장보, 왕훈식 지엘팜텍 대표이사, 신성호 IBK투자증권 대표이사, 김원식 코스닥협회 부회장이 기념촬영을 하고 있다. 2016.10.05. (사진=한국거래소 제공)"
서울경제,204840,/news/news_read.nhn?article_id=0003262477&office_id=011&mode=search&query=지엘팜텍&page=1,2018-04-05 11:20,"&lt;코&gt;지엘팜텍, 장중 신고가 돌파.. 5,640&rarr;5,810(▲170)","[서울경제] 오전 11시 18분 현재 지엘팜텍(204840) 이 20.29% 오른 5,810원(▲980)을 기록하며, 52주 신고가를 +170원 경신했다. 기존 52주 최고가는 2018년 01월 30일 기록한 5,640원이다. 체결강도는 201%로 강세를 유지했다. 총매수체결량은 1,747,320주, 총매도체결량은 868,256주를 각각 기록했다.  (※ 체결강도(%) = (총매수체결량/총매도체결량)*100) 이 시각 현재 거래대금은 141억8,065만, 거래량은 272만1,364주를 기록하고 있으며, 수급측면으로는 33(매도):67(매수)의 매수우위를 보이고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 8십만주, 60일 평균 거래량 1백2십4만1천주로 최근 거래량이 큰 폭으로 감소하는 추세다."
서울경제,204840,/news/news_read.nhn?article_id=0003332915&office_id=011&mode=search&query=지엘팜텍&page=1,2018-06-27 10:27,"&lt;코&gt;지엘팜텍, 전일 대비 7.29% 상승.. 일일회전율은 5.23% 기록","[서울경제] 지엘팜텍(204840) 은 27일 오전 10시 26분 현재 7.29% 오른 6,330원에 거래되고 있으며, 42(매도):58(매수)의 매수우위를 기록하고 있다. 거래대금은 103억3,037만, 거래량은 168만5,313주로 거래량회전율은 5.23%로 나타났다. 지난 1개월간 지엘팜텍은 상한가 1회, 상승 14회, 하락 14회를 기록했고, 주가수익률은 45.35% 표준편차는 6.53%를 기록했다. 이 기간 ' 기타서비스업 ' 업종 평균 주가수익률은 -1.08%로 나타났으며, 변동성은 1.71%를 기록했다. 이 시각 현재 ' 기타서비스업 '은 1.49% 상승 중이며, 46(매도):54(매수)의 매수우위를 기록하고 있다."
파이낸셜뉴스,204840,/news/news_read.nhn?article_id=0003944811&office_id=014&mode=search&query=지엘팜텍&page=1,2018-01-16 13:23,[fnRASSI]지엘팜텍(204840) 전일대비 15.13% 상승,"지엘팜텍(204840)은 현재 주가가 전일 대비 15.13% 상승한 4,985원 선에서 거래가 이루어지고 있다. 외국인/개인 순매수, 기관은 순매도(한달누적)  1월8일부터 전일까지 기관이 6거래일 연속 동종목을 내다 팔았다. 4주간을 기준으로 보면 외국인이 초반에 동종목을 순매수한 이후에 기세를 이어가며 420,267주를 순매수했고, 개인들도 순매수량을 늘리며 156,155주를 순매수했다. 하지만 기관은 매도 관점으로 접근하면서 576,422주를 순매도했다. 퀀트 재무분석, 종합점수 5점으로 상승                    지표               항목               값               종합점수                 성장성               매출액증가율               0               2.98                 자기자본증가율               -0.19                 안정성               부채비율               95.27               7.5                 유동비율               417.11                 이익안정성               0                 수익성               ROA               -28.43               0.16                 ROE               -55.47                 영업이익율               -142.52          지엘팜텍의 퀀트 재무 점수는 10.64점으로 3개월 이전 9.02점보다 올랐다. 지난 분기에 비해 성장성 점수가 상승했다. 이는 자기자본 증가율이 증가하였기 때문이다. 유동 비율이 증가하여 안정성 종합 점수는 상승했다. 수익성 측면에서 볼때 ROA, ROE가 개선되어 이전보다 좋은 점수를 받았다. 'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다."
뉴시스,204840,/news/news_read.nhn?article_id=0007138846&office_id=003&mode=search&query=지엘팜텍&page=1,2016-04-01 19:00,"IBKS제2호스팩, 지엘팜텍 흡수합병 결정","【서울=뉴시스】김주아 기자 =  금융 서비스업체 IBKS제2호스팩(204840)은 의약품 개발업체 지엘팜텍을 흡수합병키로 결정했다고 1일 공시했다. 합병비율은 1대 11.676이고, 합병기일은 8월29일이다."
파이낸셜뉴스,204840,/news/news_read.nhn?article_id=0003944464&office_id=014&mode=search&query=지엘팜텍&page=1,2018-01-16 09:12,"[fnRASSI]지엘팜텍, 52주 신고가...4.62% &uarr;","지엘팜텍(204840)은 52주신고가를 기록하고 있어 주목할만하다. 동종목의 현재 주가는 4,515원 선에서 이루어지고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 369만 주이다. 이는 60일 일 평균 거래량 188만 주와 비교해보면 최근 거래량이 다소 증가했다는 것을 알 수 있다. 퀀트 재무분석, 종합점수 5점으로 상승                    지표               항목               값               종합점수                 성장성               매출액증가율               0               2.98                 자기자본증가율               -0.19                 안정성               부채비율               95.27               7.5                 유동비율               417.11                 이익안정성               0                 수익성               ROA               -28.43               0.16                 ROE               -55.47                 영업이익율               -142.52          지엘팜텍의 퀀트 재무 점수는 10.64점으로 3개월 이전 9.02점보다 올랐다. 지난 분기에 비해 성장성 점수가 상승했다. 이는 자기자본 증가율이 증가하였기 때문이다. 유동 비율이 증가하여 안정성 종합 점수는 상승했다. 수익성 측면에서 볼때 ROA, ROE가 개선되어 이전보다 좋은 점수를 받았다. 주요 매매주체는 개인투자자  최근 한달간 주체별 거래비중을 살펴보면 개인 비중이 90.14%로 가장 높았고, 외국인이 6.85%로 그 뒤를 이었다. 기관은 2.99%를 나타냈다. 그리고 최근 5일간 거래비중은 개인이 92.44%, 외국인이 6.3%, 기관은 1.25%를 기록한 것으로 나타났다. 'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다."
한국경제TV,204840,/news/news_read.nhn?article_id=0000647482&office_id=215&mode=search&query=지엘팜텍&page=1,2018-06-12 14:19,"지엘팜텍, 전일 대비 약 -9% 하락한 5,430원","[한국경제TV 라이온봇 기자] 지엘팜텍은 6월 12일 14시 18분 전일 대비 약 -9% 하락한 5,430원에 거래되고 있다. 지엘팜텍은 코스닥 상장 기업으로 기타서비스 업종에 속해 있다. 시가총액은 1,931억원으로 코스닥 상장기업 중 349위에 위치 해 있다. [종목 성향 진단] [그림 1] 종목 성향 진단 지엘팜텍의 투자 스타일은 성장주에 가깝다. 주가 고평가 우려가 공존하지만 높은 성장성이 기대되는 기업이다. 주가 모멘텀은 굉장히 좋은 편이었다. 최근 6개월 수익률이 무려 67.19%의 상승폭을 기록했다. 최근 1개월 수익률 또한 48.68% 상승하며 굉장히 좋은 모멘텀을 보이고 있다. 지엘팜텍 종목에 대한 투자자의 관심도는 굉장히 높은 편이다. [투자 점수 진단] [그림 2] 투자 점수 진단 지엘팜텍은 각 재무지표를 전체 상장종목과 비교하여 점수화 했을 때, 대부분 지표에서 시장과 업종 대비 아쉬움을 나타냈다. 특히, PBR과 영업이익률은  아쉬움을 나타냈다. [종합 투자점수] [그림 3] 종합 투자점수 AI 인공지능 분석을 통한 지엘팜텍의 종목 종합 스코어는 28점을 기록했다. 이는 동일 업종 평균점수인 53점과 시장 평균점수인 55점를 하회하는 수치였다. (위의 AI인공지능 점수는 재무 데이터를 기반으로 전체 상장 종목과 비교/분석하여 도출한 점수로 높은 점수가 반드시 높은 수익률을 보장하지 않습니다. 위의 자료는 당사의 추천 종목이 아니며, 투자 시 참고용으로 제시해드리는 것입니다.) 라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다. 라이온봇기자 ⓒ 한국경제TV, 무단 전재 및 재배포 금지 한국경제TV 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.골드만이 예측한 월드컵 우승국은?미국과 북한이 원하는 CVID와 CVIG 의미가격 인상하니...""대세상승 시작됐다""트럼프 통역관 이연향 씨는 누구?[특징주]네이처셀, '주가조작 혐의' 압수수색 소식에 하한가"
머니투데이,204840,/news/news_read.nhn?article_id=0003778373&office_id=008&mode=search&query=지엘팜텍&page=1,2016-11-23 16:59,"LG생명과학, 지엘팜텍 지분 '5.52%&rarr;0.26%'",[머니투데이 안재용 기자] LG생명과학은 지엘팜텍 지분을 장내매도해 지분율을 기존 5.52%에서 0.26%로 줄였다고 23일 공시했다. textlinktopstart textlinktopend textlinkstart
파이낸셜뉴스,204840,/news/news_read.nhn?article_id=0003716183&office_id=014&mode=search&query=지엘팜텍&page=1,2016-10-05 17:52,"지엘팜텍&middot;퓨쳐스트림, 코스닥 신규상장","한국거래소 코스닥시장본부는 5일 서울사옥 홍보관에서 개량신약 개발 기업 지엘팜텍과 모바일광고플랫폼 기업 퓨쳐스트림네트웍스의 코스닥시장 신규상장기념식을 개최했다. 임승원 한국IR협의회 부회장, 김성현 KB투자증권 부사장, 이상혁 옐로모바일 대표이사, 신창균 퓨쳐스트림네트웍스 대표이사, 서종남 한국거래소 코스닥시장 본부장보, 왕훈식 지엘팜텍 대표이사, 신성호 IBK투자증권 대표이사, 김원식 코스닥협회 부회장(왼쪽부터) 상장기념패 전달 후 기념촬영을 하고 있다."
이데일리,204840,/news/news_read.nhn?article_id=0004108762&office_id=018&mode=search&query=지엘팜텍&page=1,2018-05-23 16:11,"지엘팜텍, 크라운제약 주식 전부 인수",[이데일리 성선화 기자]지엘팜텍(204840)은 크라운제약 주식 전부(13만6365주)를 현금 취득키로 결정했다고 23일 공시했다. 취득금액은 약 30억원이다. 회사측은 취득 목적에 대해 “설비 투자 및 운영 자금”이라고 밝혔다.
