source,symbol,link,date,title,content
노컷뉴스,014940,/news/news_read.nhn?article_id=0002794163&office_id=079&mode=search&query=오리엔탈정공&page=1,2016-01-28 13:54,"유암코 첫 구조조정, 오리엔탈정공과 영광스텐","주채권은행인 산업은행과 MOU 체결 완료…3월 PEF 설립 완료 [CBS노컷뉴스 이희진 기자] 민간 주도 기업구조조정을 위해 확대 개편된 '유암코(연합자산관리)'의 첫 구조조정 대상으로 '오리엔탈정공'과 '영광스텐'이 선정됐다. 유암코는 28일 ""두 회사 주채권은행인 산업은행과 매매 추진을 위한 MOU 체결을 완료했다""고 밝혔다. 매매 대상 자산은 채권금융기관이 보유 중인 협약채권이다. 이와 관련해 금융위원회는 ""이번에 선정된 기업은 협약채권 규모가 1000억 원에서 1500억 원 범위""라고 설명했다. 해양플랜트전문업체인 오리엔탈정공은 2012년부터 채권단 관리를 받고 있으며, 철강제조업체 영광스텐은 2009년 채권단 관리에 들어갔다. 유암코는 다음 달 중 협약채권 등 인수 가격 협상을 마치고 오는 3월에 사모펀드(PEF) 설립을 완료해 두 기업 경영 정상화에 나선다는 계획이다. 한편 유암코는 1차로 오리엔탈정공과 영광스텐을 선정한 데 이어 2, 3개 회사를 2차 투자 대상으로 검토 중이라고 덧붙였다."
이데일리,014940,/news/news_read.nhn?article_id=0003892967&office_id=018&mode=search&query=오리엔탈정공&page=1,2017-08-08 11:17,"[특징주]오리엔탈정공, 매각 가시화..유암코 우선협상자 선정에&uarr;","[이데일리 오희나 기자] 오리엔탈정공이 매각 우선협상자에 유암코(UAMCOㆍ연합자산관리주식회사)를 선정했다는 소식에 강세다. 8일 오전 11시16분 현재 오리엔탈정공(014940)은 전거래일보다 6.67%(85원) 오른 1360원에 거래되고 있다. 앞서 지난달 28일 오리엔탈정공 주주협의회는 출자전환주식 공동매각(M&A)의 우선협상대상자로 유암코(UAMCO·연합자산관리주식회사)를 선정했다고 공시했다. 매각 대상은 KDB산업은행, KB국민은행, IBK기업은행 등 채권단이 보유하고 있는 오리엔탈정공 주식 2027만2981주를 포함한 경영권이다. 매각주관사인 KDB산업은행 M&A실과 삼정KPMG은 지난 20일 오리엔탈정공 인수 우선협상대상자로 구조조정전문회사인 유암코를 선정해 주주협의회의 동의를 구한바 있다.  선박용 기자재업체인 오리엔탈정공은 현대중공업, 삼성중공업, 대우조선해양 등 국내 조선사를 주요 고객사로 두고 있다."
매일경제,014940,/news/news_read.nhn?article_id=0003886603&office_id=009&mode=search&query=오리엔탈정공&page=1,2017-02-10 09:56,"[Hot-Line] 오리엔탈정공, 관리종목 지정 우려에 21% 추락",오리엔탈정공이 관리종목 지정 우려에 21% 넘게 급락하고 있다. 오리엔탈정공은 10일 오전 9시 9분 현재 전 거래일 대비 21.34%(445원) 내린 1640원에 거래되고 있다. 한국거래소는 전날 오리엔탈정공에 대해 관리종목으로 지정될 우려가 있다고 공시했다. 오리엔탈정공은 최근 3사업연도 중 2사업연도 동안 법인세비용차감전계속사업손실이 자기자본의 50%를 초과했다. 감사보고서를 통해 이같은 사실이 확인되면 관리종목으로 지정될 수 있다. [디지털뉴스국 이가희 기자] r_start // r_end //
데일리안,014940,/news/news_read.nhn?article_id=0002166902&office_id=119&mode=search&query=오리엔탈정공&page=1,2017-02-10 09:18,"[특징주]오리엔탈정공, 관리종목 지정 우려에 급락","오리엔탈정공 주가가 관리종목 지정 우려에 급락하고 있다. 10일 오전 9시 20분 오리엔탈정공의 주가는 전 거래일보다 16.79% 하락한 1730원에 거래되고 있다. 장중 1610원까지 하락하며 52주래 최저치를 기록하기도 했다. 한국거래소 코스닥시장본부는 전일 장 마감 후 공시를 통해 “오리엔탈정공이 최근 3개 사업연도 중 2개 사업연도에서 자기자본 50% 초과를 법인세비용차감전계속사업손실이 발생했다”며 “이 같은 사실이 (연결)감사보고서에 의해 확인될 경우 관리종목으로 지정될 수 있다”고 밝혔다. 데일리안 김해원 기자 ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
파이낸셜뉴스,014940,/news/news_read.nhn?article_id=0003774628&office_id=014&mode=search&query=오리엔탈정공&page=1,2017-02-10 09:16,"[특징주] 오리엔탈정공, 관리종목 지정 우려에 급락",오리엔탈정공이 관리종목 지정 우려로 급락세를 나타내고 있다. 오리엔탈정공은 10일 오전 9시11분 현재 전일보다 18.47%(385원) 하락한 1700원에 거래되고 있다. 오리엔탈정공은 최근 3사업연도 중 2사업연도 자기자본의 50%를 초과하는 법인세비용차감전계속사업손실 발생에 따라 관리종목 지정 우려가 발생했다고 전일 공시했다.
파이낸셜뉴스,014940,/news/news_read.nhn?article_id=0003774613&office_id=014&mode=search&query=오리엔탈정공&page=1,2017-02-10 09:12,"[fnRASSI]오리엔탈정공(014940), 신저가 경신...-21.1% &darr;","오리엔탈정공(014940)은 당일 1,645원까지 하락하며 52주신저가를 기록했다. 동종목의 현재 주가는 전일대비 -21.1% 하락한 1,645원 선에서 이루어지고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 37만 주이다. 이는 60일 일 평균 거래량 101만 주와 비교해보면 최근 거래량이 급격히 줄어들었다는 것을 알 수 있다. 주요 투자주체는 개인투자자 최근 한달간 주체별 거래비중을 살펴보면 개인이 98.08%로 가장 높은 참여율을 보였고, 외국인이 1.79%를 보였으며 기관은 0.11%를 나타냈다. 그리고 최근 5일간 거래비중은 개인 비중이 96.39%로 가장 높았고, 외국인이 3.6%로 그 뒤를 이었다. 기관은 거래에 참여하지 않은 것으로 보인다. 외국인과 기관은 순매도, 개인은 순매수(한달누적)  2월8일부터 전일까지 외국인이 2거래일 연속 순매도했다. 4주간을 기준으로 보면 외국인이 매도 우위를 지속하면서 177,653주를 순매도했고, 기관도 매도 이후에 다시 순매수로 돌아서지 않으면서 91,530주를 순매도했지만, 개인은 오히려 순매수량을 늘리며 269,183주를 순매수했다. 'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다."
이데일리,014940,/news/news_read.nhn?article_id=0003746104&office_id=018&mode=search&query=오리엔탈정공&page=1,2017-02-10 09:09,"[특징주]오리엔탈정공, 관리종목 지정 우려에 급락",[이데일리 최정희 기자] 오리엔탈정공(014940) 주가가 급락하고 있다. 10일 마켓포인트에 따르면 오리엔탈정공 주가는 이날 오전 9시 4분경 전 거래일보다 21.34% 하락한 1640원에 거래되고 있다. 장중 1610원까지 하락하며 52주래 최저치를 기록하기도 했다. 한국거래소 코스닥시장본부는 전일 장 마감 후 공시를 통해 “오리엔탈정공이 최근 3개 사업연도 중 2개 사업연도에서 자기자본 50% 초과를 법인세비용차감전계속사업손실이 발생했다”며 “이 같은 사실이 (연결)감사보고서에 의해 확인될 경우 관리종목으로 지정될 수 있다”고 밝혔다. 이어 오리엔탈정공은 9일 오후 5시 7분부터 장 종료시까지 주권매매거래가 정지된 바 있다.
서울경제,014940,/news/news_read.nhn?article_id=0002971957&office_id=011&mode=search&query=오리엔탈정공&page=1,2017-02-10 09:07,"오리엔탈정공, 관리종목 지정 우려에 급락","[서울경제] 오리엔탈정공(014940)이 관리종목 지정에 대한 우려로 급락하고 있다. 10일 오전 9시 5분 현재 오리엔탈정공은 전일보다 20.62% 내린 1,655원에 거래되고 있다. 전일 오리엔탈정공은 최근 3사업연도 중 2사업연도 자기자본의 50%를 초과하는 법인세비용차감전계속사업손실 발생에 따라 관리종목 지정 우려가 발생했다고 공시한 바 있다."
파이낸셜뉴스,014940,/news/news_read.nhn?article_id=0003775658&office_id=014&mode=search&query=오리엔탈정공&page=1,2017-02-13 11:30,"[fnRASSI]오리엔탈정공, 52주 신저가 기록...-2.99% &darr;","오리엔탈정공(014940)은 당일 1,620원까지 하락하며 52주신저가를 기록했다. 동종목의 현재 주가는 전일대비 -2.99% 하락한 1,620원 선에서 이루어지고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 155만 주이다. 이는 60일 일 평균 거래량 107만 주와 비교해보면 최근 거래량이 다소 증가했다는 것을 알 수 있다.                   지표               항목               값               종합점수                 성장성               매출액증가율               0.01               3.68                 자기자본증가율               -0.53                 안정성               부채비율               458.54               2.78                 유동비율               40.39                 이익안정성               5.56                 수익성               ROA               0.82               3.18                 ROE               4.57                 영업이익율               -0.76          오리엔탈정공의 퀀트 재무 점수는 9.64점으로 지난 분기에 비해 성장성 점수가 상승했다. 이는 자기자본 증가율이 증가하였기 때문이다. 주요 투자주체는 개인투자자 최근 한달간 주체별 거래비중을 살펴보면 개인이 97.68%로 가장 높은 참여율을 보였고, 외국인이 2.28%를 보였으며 기관은 0.03%를 나타냈다. 그리고 최근 5일간 거래비중은 개인이 96.48%, 외국인이 3.51%를 기록한 것으로 나타났다. 'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다."
파이낸셜뉴스,014940,/news/news_read.nhn?article_id=0003775444&office_id=014&mode=search&query=오리엔탈정공&page=1,2017-02-13 09:22,"[fnRASSI]오리엔탈정공(014940), 52주 신저가 기록...-2.69% ...","오리엔탈정공(014940)은 당일 1,625원까지 하락하며 52주신저가를 기록했다. 동종목의 현재 주가는 전일대비 -2.69% 하락한 1,625원 선에서 이루어지고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 143만 주이다. 이는 60일 일 평균 거래량 106만 주와 비교해보면 최근 거래량이 다소 증가했다는 것을 알 수 있다. 개인투자자의 거래비중이 가장 높아 최근 한달간 주체별 거래비중을 살펴보면 개인이 전체 거래량의 97.68%를 차지하며 가장 활발한 참여를 보였고, 외국인은 2.28%, 기관은 0.03%의 거래 참여율을 보였다. 그리고 최근 5일간 거래비중은 개인이 96.48%, 외국인이 3.51%를 보였고, 기관은 거래참여가 없었다.                   지표               항목               값               종합점수                 성장성               매출액증가율               0.01               3.68                 자기자본증가율               -0.53                 안정성               부채비율               458.54               2.78                 유동비율               40.39                 이익안정성               5.56                 수익성               ROA               0.82               3.18                 ROE               4.57                 영업이익율               -0.76          오리엔탈정공의 퀀트 재무 점수는 9.64점으로 지난 분기에 비해 성장성 점수가 상승했다. 이는 자기자본 증가율이 증가하였기 때문이다. 'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다."
