source,symbol,link,date,title,content
이데일리,130960,/news/news_read.nhn?article_id=0003853042&office_id=018&mode=search&query=CJ E&amp;M&page=52,2017-06-18 12:37,[마켓포인트]코스닥 주간 외국인 순매도 1위 `CJ E&amp;M`,[이데일리 이후섭 기자]
한국경제TV,130960,/news/news_read.nhn?article_id=0000605722&office_id=215&mode=search&query=CJ E&amp;M&page=24,2018-02-26 09:00,"CJ E&amp;M, 600원(0.7%) 오른 86,800원에 거래 시작","[한국경제TV 라이온봇 기자] 2월 26일 CJ E&M는 전일(86,200원) 대비 600원(0.7%) 오른 86,800원에 거래를 시작했다. 라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다. 라이온봇기자 ⓒ 한국경제TV, 무단 전재 및 재배포 금지 한국경제TV 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.판커신 나쁜손 ""인정 못해""…中누리꾼 최민정 SNS에 악플테러'원조 청순女' 강수지 성형고백…'자연 미인 아니었나?'이윤택 기자회견 리허설, 짜고치기 고스톱?""법적 대응한다더니..."" 송하늘 조민기 성추행 폭로 '반전'왁스, 절친 홍석천 사생활 폭로? ""클럽 가면 사라진다"""
디지털타임스,130960,/news/news_read.nhn?article_id=0002443837&office_id=029&mode=search&query=CJ E&amp;M&page=33,2018-01-17 17:42,CJ오쇼핑-E&amp;M 합병 &quot;미디어 커머스 강화&quot;,"오쇼핑에 흡수… 8월 1일 완료신설 법인 올 매출 4.4조 목표글로벌·융복합 신사업에 주력CJ 지배구조 단순화 일환 분석 CJ오쇼핑이 CJ E&M을 흡수합병해 융복합 미디어 커머스 기업으로 도약에 나선다. CJ오쇼핑과 CJ E&M은 17일 이사회를 열고 합병을 결의했다고 밝혔다. 합병비율은 CJ오쇼핑 1에 CJ E&M 0.41이다. 오는 6월 주주총회 승인을 거쳐 8월 1일 합병을 완료할 계획이다. CJ오쇼핑이 CJ E&M의 영업을 승계하며, 신설 합병 법인의 사명은 변경될 가능성이 높다. 신설 법인은 이번 합병을 통해 올해 매출 4조4000억원, 영업이익 3500억원 달성을 목표로 하고 있다. 2021년까지 전체 매출을 연평균 15.1%씩 늘려나간다는 구상이다. CJ오쇼핑은 합병 결정 배경으로 미디어 커머스 산업의 경쟁력 확대를 꼽았다. CJ오쇼핑의 커머스 역량과 CJ E&M의 콘텐츠 경쟁력을 하나로 모아 시너지를 높이겠다는 것이다. 특히 해외 신규시장 확대와 새로운 사업 모델 확보에 주력할 것으로 보인다. 신설 법인은 디지털 신규사업을 포함해 온·오프라인·모바일로 사업영역을 넓히고, 융복합 미디어 커머스 기업으로 성장한다는 전략이다. CJ오쇼핑 관계자는 ""이번 합병은 급변하는 글로벌 미디어 환경 변화에 대응하고, 미디어와 커머스가 융복합하는 새로운 시장을 선점하기 위한 선제적 조치""라고 설명했다. 신설 법인은 우선 해외 인프라를 융합해 글로벌 사업에 나설 것으로 관측된다. CJ오쇼핑은 현재 태국, 필리핀, 말레이시아에서 주요 미디어 기업과 합작 관계를 맺고 있다. CJ E&M은 베트남, 태국, 터키에 사업거점을 확보하고 있다. 이 같은 네트워크를 기반으로 콘텐츠 지적재산권(IP)을 활용한 커머스를 선보이거나 콘텐츠 합작사업 확대에 나설 계획이다. 또 융복합 신사업 육성에도 적극 나서기로 했다. CJ E&M이 보유한 TV, 모바일, SNS 등 이용자 행태 분석 데이터와 CJ오쇼핑이 보유한 커머스 빅데이터, 트렌드 데이터를 결합해 개인별 맞춤형 콘텐츠와 브랜드 상품을 가상현실(VR), 증강현실(AR), 음성 사용자 경험(보이스 UX)을 통해 선보일 예정이다. CJ오쇼핑은 지난해부터 온라인 콘텐츠 제작사들과 손잡고 웹드라마와 예능 미디어커머스 콘텐츠를 만들고 있다. CJ E&M도 콘텐츠 IP를 활용한 수익 모델 다각화를 추진 중이다. 이와 함께 이번 합병은 CJ그룹의 순환출자 고리 해소를 통한 지배구조 단순화의 일환이라는 분석이다. CJ는 지난해 12월 CJ제일제당이 CJ대한통운을 단독 자회사로 편입했으며, CJ대한통운은 CJ건설을 합병하는 방식으로 사업구조를 개편했다. 이번 CJ오쇼핑과 CJ E&M의 합병을 통해 이재현 회장을 정점으로 지배구조가 한결 단순해진다."
매일경제,130960,/news/news_read.nhn?article_id=0004085105&office_id=009&mode=search&query=CJ E&amp;M&page=33,2018-01-17 17:40,CJ오쇼핑&middot;E&amp;M 합병&hellip;`커머스+콘텐츠` 융합기업 탄생,"합병비율 1:0.41로 결정…6월 주총 거쳐 8월께 완료""연매출 15% 성장시킬것"" 동남아 등서 시너지 기대시가총액 5조 이상 넘볼듯…공시 앞서 오쇼핑 주가 들썩 CJ오쇼핑과 CJ E&M이 합병해 국내 최초 융·복합 미디어커머스 기업으로 거듭난다. 두 회사는 17일 이사회를 열고 CJ오쇼핑이 CJ E&M을 흡수합병하기로 결의했다. CJ오쇼핑과 CJ E&M은 1대0.41 비율로 합병하고 오는 6월 주주총회 승인을 거쳐 8월 1일 합병을 완료할 계획이다. CJ그룹 관계자는 ""홈쇼핑 성장이 정체된 상황에서 CJ E&M의 콘텐츠 제작 능력을 홈쇼핑에 활용하면 시너지 효과를 기대할 수 있고 미디어 환경이 급변하는 상황에서 두 회사가 결합해 해외 진출이 용이해진다는 장점이 있다""고 설명했다. CJ그룹은 식품, 물류, 엔터테인먼트 등 3개 축으로 그룹 사업을 재편한 후 추가로 신성장동력 발굴에 주력해 글로벌 기업으로 도약한다는 목표를 갖고 있다. 이번 합병은 급변하는 글로벌 미디어 환경 변화에 대응하고 미디어와 커머스가 융·복합되는 새로운 시장을 선점하기 위한 선제적 조치로 풀이된다. 미국에서도 디즈니가 폭스를 인수하고, AT&T가 타임워너 인수를 추진하는 등 30여 년간 미디어산업 합종연횡이 지속되고 있다. 특히 중국 알리바바가 스필버그 영화사 '앰블린파트너스' 지분을 인수하고, 아마존이 스트리밍 서비스를 확대하고 있다. CJ오쇼핑 관계자는 ""글로벌 시장에서 미디어와 커머스의 결합이 본격화하고 있다""며 ""CJ오쇼핑과 CJ E&M 사업 역량을 집약해 최고의 경쟁력을 확보하고 글로벌 융·복합 미디어커머스 기업으로 성장하기 위한 전략적 선택""이라고 말했다. 두 회사가 글로벌 인프라스트럭처를 상호 공유하면 글로벌 사업은 즉시 확대될 것으로 보인다. CJ오쇼핑은 현재 태국 필리핀 말레이시아 등에서 현지 주요 미디어 기업과 합작 관계를 맺고 있고, CJ E&M은 베트남 태국 터키 등에 사업 거점을 확보하고 있다. 상대 회사가 구축한 네트워크를 기반으로 콘텐츠 IP를 활용한 커머스를 선보이거나 콘텐츠 합작 사업을 확대할 계획이다. CJ오쇼핑의 상품 기획 역량과 CJ E&M의 콘텐츠 역량이 더해지면 기존 사업의 경쟁력이 강화될 것이란 판단도 작용했다. CJ오쇼핑은 지난해부터 차별된 콘텐츠를 통한 소비층 확대에 주력하고 있다. 아이돌그룹 슈퍼주니어가 홈쇼핑 쇼호스트로 등장해 빠르게 제품 완판에 성공하는 등 변신을 시도해왔다. 온라인 콘텐츠 제작사와 손잡고 웹드라마와 예능 형식의 미디어커머스 콘텐츠를 업계 최초로 선보였다. 정체에 빠진 홈쇼핑 사업의 돌파구를 TV 밖의 차별된 콘텐츠에서 찾으려는 시도다. CJ E&M도 콘텐츠 저작권(IP)을 활용한 수익 모델 다각화를 추진해 왔다. 합병회사는 융·복합 신사업 육성에도 적극 나설 전망이다. CJ E&M이 보유한 TV, 모바일, SNS 등 이용자 행태 분석 데이터와 CJ오쇼핑이 보유한 커머스 빅데이터, 트렌드 데이터를 결합해 개인별 맞춤형 콘텐츠와 브랜드 상품을 VR, AR, Voice UX를 통해 큐레이션해 새로운 고객 경험과 접점을 만들어낼 것으로 기대된다. CJ오쇼핑과 CJ E&M은 합병회사의 올해 매출 목표 4조4000억원, 영업이익 3500억원을 제시했다. 장기적으로 신규 사업을 성장동력으로 삼아 2021년까지 전체 매출을 연평균 15.1% 성장시킬 계획이다. 한 연예기획사 대표는 ""엔터테인먼트가 확장하려면 커머스 영역으로 확장할 수밖에 없는데 유통 패러다임이 모바일로 확장하는 추세에서 적절한 대응""이라고 말했다. 한편 양사가 합병하면 현재 주가를 기준으로 시가총액 5조원 이상으로 덩치가 커진다. 17일 기준으로 코스닥 시총 5위인 CJ E&M의 시총은 3조7957억원, 21위인 CJ오쇼핑은 1조5850억원이다. 단순 합산하면 5조3807억원으로 셀트리온, 셀트리온헬스케어, 신라젠 등에 이어 네 번째로 시총이 많은 코스닥 상장사가 된다. 코스닥 시장에서 CJ E&M과 CJ오쇼핑은 지난해 말부터 한중 관계 개선, 코스닥 시장 호황 등에 힘입어 주가가 상승세를 타기 시작했다. 다만 이날 CJ오쇼핑 주가는 8.93% 급등한 25만5000원에 장을 마치며 52주 신고가를 기록했다. CJ E&M도 3.16% 올랐다. 이를 두고 증권업계 일각에서는 합병 정보가 미리 샌 것 아니냐는 추측을 내놓고 있다. 이번 합병은 CJ그룹 내 미디어 사업 부문에 대한 교통정리 신호탄으로 작용할 것으로 보인다. 남옥진 삼성증권 애널리스트는 ""합병회사에 대한 CJ 지분율이 39.4%로 기존 두 회사에 대한 지분율과 큰 변동이 없기에 대주주 이해관계를 위한 지배구조 개편이라고 볼 수 없다""며 ""홈쇼핑은 성장성이 불투명하지만 돈을 잘 버는 사업이고, 방송·영화 콘텐츠는 성장 가능성이 큰 사업이기 때문에 거대한 콘텐츠 융합회사를 만든 것으로 보인다""고 분석했다. [이한나 기자 / 윤진호 기자 / 김연주 기자] r_start // r_end //"
한겨레,130960,/news/news_read.nhn?article_id=0002395156&office_id=028&mode=search&query=CJ E&amp;M&page=33,2018-01-17 17:36,"CJ오쇼핑, CJ E&amp;M 흡수합병한다","[한겨레] 6월 주주총회 뒤 8월 새 회사 출범합병비율 1(오쇼핑):0.41(E&amp;M) 국내 대표 홈쇼핑 기업 씨제이(CJ)오쇼핑과 종합 엔터테인먼트사 씨제이이앤엠(E&M)이 합병한다. 씨제이오쇼핑은 17일 씨제이이앤엠을 흡수·합병한다고 공시했다. 두 회사는 오는 6월 주주총회 승인을 거쳐 8월1일 합병을 완료할 계획이다. 씨제이오쇼핑 관계자는 “디즈니가 폭스를 인수하고, 알리바바가 스필버그의 영화사 ’앰블린 파트너스’의 지분을 인수하는 등 이미 글로벌 시장에서 미디어와 커머스(상품거래) 결합이 본격화되고 있다”며 “급변하는 산업내 경쟁력을 높이기 위해 역량을 집중하기로 했다“고   합병 이유를 설명했다. 두 회사는 글로벌 인프라를 서로 공유하면 훨씬 유리하다고 판단하고 있다. 씨제이오쇼핑은 현재 태국·필리핀·말레이시아 등에서 현지 기업과 합착 관계를 맺고 있고, 씨제이이엔앰은 베트남·태국·터키 등에 사업거점을 확보하고 있다. 합병 후 존속법인은 씨제이오쇼핑으로 씨제이이앤엠의 영업을 그대로 승계한다. 씨제이오쇼핑과 씨제이이앤엠의 합병 비율은 1대 0.41이다. 두 회사는 올해 매출 목표 4조4천억원, 영업이익 3500억원을 제시했다. 씨제이그룹은 횡령·배임 등으로 구속돼 복역하다 사면받은 이재현 회장이 지난해 5월 4년 만에 경영 일선에 복귀한 뒤 적극적인 인수?합병과 지배구조 개편을 진행하고 있다. 씨제이는 식품·물류·문화를 큰 축으로 2020년까지 매출 100조원을 실현하는 ‘그레이트 CJ’와 2030년까지 3개 이상 사업분야에서 세계 1위를 달성하는 ‘월드베스트 CJ’를 추진 중이다. 씨제이대한통운은 지난해 4월 중앙아시아 중량물 물류 1위 기업인 이브라콤과 인도 종합물류기업인 다슬로지스틱스를 인수했다. 같은 해 10월에는 베트남 1위 종합물류기업 제마뎁의 물류 및 해운부문을 사들였다. 씨제이제일제당도 지난해 베트남 식품업체 민닷푸드와 브라질 고단백소재 전문회사 셀렉타와 러시아 식품업체 라비올리를 잇달아 사들였다. 또 씨제이대한통운은 지난달 플랜트·물류건설의 역량을 강화하기 위해 씨제이건설과 합병하기로 결정했다."
한국경제TV,130960,/news/news_read.nhn?article_id=0000593060&office_id=215&mode=search&query=CJ E&amp;M&page=33,2018-01-17 17:35,"CJ오쇼핑, CJ E&amp;M 흡수합병 결정","[한국경제TV 김원규 기자] CJ오쇼핑이 CJ E&M을 흡수합병합니다. CJ오쇼핑은 미디어·커머스 산업 내 경쟁력을 높이기 위해 CJ E&M을 흡수합병하기로 했다고 17일 공시했습니다. CJ오쇼핑과 CJ E&M의 합병비율은 1대 0.4104397으로 주주 확정 기준일은 오는 5월 23일입니다. 아울러 주식매수청구권 행사 기간은 6월 29일∼7월 19일이고, 합병기일은 오는 8월 1일이며 신주는 오는 8월 22일 상장될 예정입니다. CJ오쇼핑 측은 ""존속법인인 CJ오쇼핑이 CJ E&M의 영업을 그대로 승계하게 된다""며 ""이번 합병으로 경영 효율성을 높이고 시너지를 창출해 회사의 재무와 영업에 긍정적인 영향을 미칠 것""이라고 말했습니다."
한국일보,130960,/news/news_read.nhn?article_id=0000271065&office_id=469&mode=search&query=CJ E&amp;M&page=33,2018-01-17 17:34,"CJ오쇼핑, CJ E&amp;M 흡수합병 결정","CJ오쇼핑이 CJ E&M와 합병한다. CJ그룹의 커머스 계열사인 CJ오쇼핑은 급변하는 미디어ㆍ커머스 산업 내 경쟁력을 높이기 위해 엔터테인먼트ㆍ미디어 계열사인 CJ E&M을 흡수합병하기로 했다고 17일 공시했다. CJ오쇼핑과 CJ E&M의 합병비율은 1대 0.4104397이다. 주주 확정 기준일은 5월23일, 주식매수청구권 행사 기간은 6월29일∼7월19일, 합병기일은 오는 8월 1일이다. 신주는 8월22일 상장될 예정이다. 회사 측은 “존속법인인 CJ오쇼핑이 CJ E&M의 영업을 그대로 승계하게 된다”며 “이번 합병으로 경영 효율성을 높이고 시너지를 창출해 회사의 재무와 영업에 긍정적인 영향을 미칠 것”이라고 내다봤다. CJ오쇼핑은 이번 합병을 글로벌 미디어환경 변화에 대응하고 미디어와 커머스가 융ㆍ복합하는 시장을 선점하기 위한 선제 조치라고 설명했다. CJ오쇼핑 관계자는 “글로벌시장에서 미디어와 커머스의 결합이 본격화하고 있다”며 “CJ오쇼핑과 CJ E&M의 사업역량을 집약해 최고의 경쟁력을 확보하고 글로벌 융복합 미디어 커머스 기업으로 성장하기 위한 전략적 선택”이라고 밝혔다. 그러나 업계에서는 국회에 계류중인 공정거래법 개정안이 시행될 경우를 대비해 CJ그룹이 핵심 자회사들을 합병하며 지배구조를 단순화하고 있는 것으로 보는 시각도 있다. 지주사 CJ는 CJ오쇼핑의 최대주주로 지분 40.0%를 보유하고 있고, CJ E&M 주식도 39.3% 갖고 있다. CJ의 최대 주주는 42.07%을 보유하고 있는 이재현 회장이다. 두 회사는 글로벌 인프라를 상호 공유하고 이미 구축된 네트워크를 기반으로 해외에서 콘텐츠 합작사업을 확대할 계획이다. CJ오쇼핑의 상품 기획 역량과 CJ E&M의 콘텐츠 역량을 합쳐 미디어커머스 콘텐츠 등 기존 사업 경쟁력도 강화하겠다는 것이다. CJ E&M의 TV, 모바일, SNS 이용자 행태분석 데이터와 CJ오쇼핑의 커머스 빅데이터 등을 결합한 융ㆍ복합 신사업도 키운다. CJ오쇼핑과 CJ E&M의 합병회사는 올해 매출 목표로 4조4,000억원, 영업이익 3,500억원을 제시했다. 2021년까지 신규사업을 새로운 성장동력으로 삼아 전체 매출을 연평균 15.1% 성장시킬 계획이다. CJ E&M 관계자는 “이번 합병을 통해 글로벌 선도 기업들과 어깨를 견줄 수 있는 경쟁력을 갖출 수 있게 됐다”며 “라이프스타일과 콘텐츠, 디지털플랫폼을 결합해 최고의 경험과 즐거움을 주는 글로벌 융복합 미디어ㆍ커머스 기업으로 성장해나가겠다”고 비전을 밝혔다."
머니투데이,130960,/news/news_read.nhn?article_id=0003994319&office_id=008&mode=search&query=CJ E&amp;M&page=33,2018-01-17 17:30,"CJ오쇼핑, CJ E&amp;M 합병&hellip;국내 최초 미디어커머스 기업 등장","[머니투데이 송지유 기자] [커머스·미디어 산업 합종연횡 글로벌 환경에 대응, 시장 선점 따른 결정…올해 통합매출 4.4조, 영업익 3500억 목표] CJ그룹이 유통·문화 계열사를 합쳐 시너지 극대화에 나선다. CJ오쇼핑이 CJ E&M을 합병해 국내 최초의 융복합 미디어 커머스 기업으로 키운다는 전략이다. 올해 연 매출 목표는 4조4000억원으로 오는 2021년까지 연평균 15% 성장을 지속해 6조7000억원 규모 기업으로 도약한다는 청사진을 그렸다. CJ오쇼핑과 CJ E&M 양사는 17일 각각 이사회를 열고 합병을 결의했다고 밝혔다. CJ오쇼핑과 CJ E&M의 합병비율은 1대 0.41로 오는 6월 주주총회를 거쳐 8월 1일 합병을 완료할 계획이다. 이번 합병은 급변하는 글로벌 미디어 환경에 대응해 미디어와 커머스가 융복합되는 새로운 시장을 선점하기 위한 선제적인 조치라는 것이 CJ측 설명이다. 미국에서 디즈니가 폭스를 인수하고 AT&T가 타임워너 인수를 추진하는 등 미디어 산업간 합종연횡이 정점을 치닫고 있는 만큼 CJ그룹도 계열사 합병을 통해 글로벌 경쟁력 강화에 나섰다는 풀이다. CJ그룹 관계자는 “알리바바가 스필버그 영화사 지분을 인수하고 아마존이 스트리밍 서비스를 확대하는 등 미디어 기업과 커머스 기업의 결합이 본격화되고 있다”며 “CJ오쇼핑과 CJ E&M의 사업역량을 집약해 글로벌 시장에서 경쟁력 있는 미디어 커머스 기업으로 성장하기 위한 전략적 선택이었다”고 말했다. 두 회사의 글로벌 인프라를 상호 공유하면 해외사업 확장이 가속화될 전망이다. CJ오쇼핑은은 현재 태국·필리핀·말레이시아 등 현지 주요 미디어 기업과 합작 관계를 맺고 있다. CJ E&M은 베트남·태국·터키 등 사업거점을 확보하고 있다. 양사는 각사의 네트워크를 기반으로 IP를 활용한 커머스를 선보이거나 콘텐츠 합작사업 확대에 나설 방침이다. CJ그룹은 CJ오쇼핑의 상품기획, CJ E&M 의 콘텐츠 역량이 더해지면 기존 사업 경쟁력도 강화될 것으로 기대하고 있다. CJ오쇼핑은 정체에 빠진 홈쇼핑 사업의 돌파구를 TV 밖의 차별화 콘텐츠에서 찾기로 하고 지난해부터 웹 드라마, 예능 콘텐츠 등을 선보여 왔다. CJ E&M 역시 콘텐츠 저작권(IP)을 활용한 수익 모델 다각화를 추진해왔다. 두 회사는 융복합 신사업 육성에도 적극 나설 계획이다. CJ E&M이 보유한 TV·모바일·SNS 등 이용자 행태분석 데이터와 CJ오쇼핑이 보유한 커머스 빅 데이터·트렌드 데이터 등을 결합해 신규 고객과의 접점을 찾아내겠다는 전략이다. CJ오쇼핑과 CJ E&M 양사는 합병회사의 올해 매출 목표를 4조4000억원, 영업이익 3500억원으로 잡았다. 장기적으로는 신규사업을 신 성장동력으로 삼아 오는 2021년까지 전체 매출을 연평균 15.1% 성장시킨다는 계획이다."
머니S,130960,/news/news_read.nhn?article_id=0000289714&office_id=417&mode=search&query=CJ E&amp;M&page=33,2018-01-17 17:28,"[공시] CJ오쇼핑, CJ E&amp;M 흡수합병","본문 이미지 영역/사진=CJ오쇼핑 CJ오쇼핑이 계열사 CJ E&M을 흡수합병하기로 했다고 17일 공시했다. 회사 측은 “글로벌시장에서 미디어와 커머스의 결합이 본격화되고 있다”며 “CJ오쇼핑과 CJ E&M의 사업역량을 집약해 최고의 경쟁력을 확보하고 글로벌 융복합 미디어 커머스 기업으로 성장하기 위한 전략적 선택”이라고 밝혔다. CJ오쇼핑과 CJ E&M의 합병비율은 1대 0.41이며 주식매수청구권 행사 기간은 6월 29일∼7월 19일, 합병기일은 오는 8월 1일이다. 신주는 오는 8월 22일 상장된다. 합병 후 존속법인은 CJ오쇼핑이다."
디지털데일리,130960,/news/news_read.nhn?article_id=0002058267&office_id=138&mode=search&query=CJ E&amp;M&page=33,2018-01-17 17:21,[해설] CJ 오쇼핑-E&amp;M 합병&hellip;약점은 보완하고 장점은 극대화,"[디지털데일리 채수웅기자] CJ그룹의 조직개편이 속도를 내고 있다. 핵심사업군인 식품과 물류에 이어 이번에는 유통과 콘텐츠에 손을 댔다. CJ오쇼핑이 CJ E&M을 흡수합병한다. CJ그룹은 17일 CJ오쇼핑의 커머스 역량과 CJ E&M의 콘텐츠 역량을 집약해 최고의 경쟁력을 확보하기 위해 합병을 추진한다고 밝혔다. 양사는 17일 이사회를 열고 합병을 결의했다. CJ오쇼핑과 CJ E&M은 1:0.41 비율로 합병한다. 오는 6월 주주총회 승인을 거쳐 8월 1일 합병을 완료할 계획이다. 국내에서는 처음으로 미디어와 커머스가 결합된 기업이 등장하는 것이다. CJ측은 이번 합병추진에 대해 글로벌 미디어 환경변화에 대응하기 위한 조치라고 설명했다. 미국의 경우 디즈니가 폭스를 인수하고 통신사인 AT&T가 케이블  영화 제작·배급사인 타임워너 인수를 추진 중이다. 또한, 알리바바가 스필버그의 영화사 앰블린 파트너스의 지분을 인수하고, 비디오 유통업체로 시작한 아마존은 스트리밍 서비스를 확대하는 등 미디어, 커머스 시장이 융복합되며 새로운 시장을 만들어내고 있다. 양사의 합병도 이같은 글로벌 트렌드를 반영했다는 것이다. CJ오쇼핑 관계자는 “글로벌시장에서 미디어와 커머스의 결합이 본격화되고 있다”며 “CJ오쇼핑과 CJ E&M의 사업역량을 집약해 최고의 경쟁력을 확보하고 글로벌 융복합 미디어 커머스 기업으로 성장하기 위한 전략적 선택”이라고 설명했다. CJ오쇼핑은 태국, 필리핀, 말레이시아 등에서 현지 주요 미디어 기업과 합작 관계를 맺고 있다. 쇼핑 사업이 아닌 영역에서 새로운 성장동력을 찾아야 하는데 CJ E&M이 파트너가 된 셈이다. CJ E&M은 베트남, 태국, 터키 등에 사업거점을 확보하고 있다. CJ E&M은 한류열풍의 주역이기도 하다. 양사가 각기 구축한 네트워크를 기반으로 콘텐츠IP를 활용한 커머스를 선보이거나 콘텐츠 합작사업을 확대할 수 있다. 또한 이번 합병으로 양사는 약점도 보완할 수 있을 전망이다. CJ오쇼핑은 많은 국민들이 단순한 TV홈쇼핑 사업자로 이해한다. TV홈쇼핑은 과거처럼 성장하는 시장이 아니다. 시장은 점점 축소되고 있다. 하지만 CJ오쇼핑의 상품 기획역량과 CJ E&M의 콘텐츠 역량이 더해지면 기존 사업도 경쟁력을 강화할 수 있다. CJ오쇼핑은 지난해부터 차별화된 콘텐츠를 통한 소비층 확대에 주력하고 있다. 온라인 콘텐츠 제작사들과 손잡고 웹드라마와 예능 형식의 미디어커머스 콘텐츠를 업계 최초로 선보였다. 정체에 빠진 홈쇼핑사업의 돌파구를 TV 밖 차별화된 콘텐츠에서 찾으려는 시도다. CJ E&M 역시 콘텐츠 저작권(IP)을 활용한 수익 모델 다각화를 추진해왔고 CJ오쇼핑이라는 채널을 활용할 수 있게 됐다. 양사는 융복합 신사업 육성에도 나설 계획이다. CJ E&M이 보유한 TV, 모바일, SNS 등의 이용자행태분석데이터와 CJ오쇼핑이 보유한 커머스 빅데이터, 트렌드 데이터를 결합해 개인별 맞춤형 콘텐츠와 브랜드 상품을 가상·증강현실, 음성UX 등을 통해 추천해 새로운 고객 경험과 접점을 만들어낼 것으로 기대된다. CJ E&M 관계자는 “이번 합병을 통해 글로벌 선도 기업들과 어깨를 견줄 수 있는 경쟁력을 갖출 수 있게 됐다. 라이프스타일과 콘텐츠, 디지털플랫폼을 결합해 최고의 경험과 즐거움을 주는 글로벌 융복합 미디어-커머스 기업으로 성장해나가겠다”고 비전을 밝혔다. 시장에서는 양사의 합병에 대해 매우 놀라는 분위기다. CJ그룹에는 CJ헬로라는 유료방송 플랫폼 사업자가 존재한다. 콘텐츠의 CJ E&M과 방송플랫폼의 CJ헬로의 조합이 더 어울려 보이기 때문이다. 하지만 이미 CJ그룹에서는 한차례 CJ헬로를 SK텔레콤에 매각을 추진한 바 있다. 글로벌 플랫폼으로서 CJ헬로의 영향력이 한계가 있다고 본 것이다. 또한 CJ헬로는 CJ오쇼핑의 자회사다. 합병법인의 자회사가 되기 때문에 플랫폼과 콘텐츠간 시너지도 충분히 기대할 수 있게 됐다. 한편, 양사는 합병회사의 올해 매출 목표 4조4000억원, 영업이익 3500억원을 제시했다. 장기적으로는 신규사업을 새로운 성장동력으로 삼아 2021년까지 전체 매출을 연평균 15.1% 성장시킬 계획이다."
