source,symbol,link,date,title,content
서울경제,006580,/news/news_read.nhn?article_id=0003180534&office_id=011&mode=search&query=대양제지&page=1,2017-12-22 09:32,"(코)대양제지, 전일 대비 19.87% 상승.. 일일회전율은 6.41% 기록","[서울경제] 대양제지(006580) 는 22일 오전 9시 30분 현재 19.87% 오른 1,870원에 거래되고 있으며, 42(매도):58(매수)의 매수우위를 기록하고 있다. 거래대금은 32억9,055만, 거래량은 172만1,312주로 거래량회전율은 6.41%로 나타났다. 이 기간 ' 종이·목재업 ' 업종 평균 주가수익률은 -1.75%로 나타났으며, 변동성은 1.18%를 기록했다. 이 시각 현재 ' 종이·목재업 '은 1.81% 상승 중이며, 50(매도):50(매수)의 보합세를 보이고 있다"
이데일리,006580,/news/news_read.nhn?article_id=0003535482&office_id=018&mode=search&query=대양제지&page=1,2016-05-03 13:06,"대양제지, 권영 단독 대표이사 체제로 변경",[이데일리 임성영 기자] 대양제지(006580)는 권영 단독 대표이사체제로 변경됐다고 3일 공시했다.
머니투데이,006580,/news/news_read.nhn?article_id=0003674297&office_id=008&mode=search&query=대양제지&page=1,2016-05-03 11:34,"대양제지, 권혁용 대표이사 별세&hellip;권영 대표이사 체제로 변경",[머니투데이 김사무엘 기자] 대양제지는 권혁용 대표이사의 사망으로 기존 권영·권혁용 공동 대표이사 체제에서 권영 대표이사 체제로 변경됐다고 3일 공시했다. textlinktopstart textlinktopend textlinkstart
한국경제TV,006580,/news/news_read.nhn?article_id=0000627686&office_id=215&mode=search&query=대양제지&page=1,2018-04-27 12:43,"대양제지, 전일 대비 약 6% 상승한 3,150원","[한국경제TV 라이온봇 기자] 대양제지는 4월 27일 12시 42분 전일 대비 약 6% 상승한 3,150원에 거래되고 있다. 대양제지는 코스닥 상장 기업으로 종이,목재 업종에 속해 있다. 시가총액은 794억원으로 코스닥 상장기업 중 802위에 위치 해 있다. [종목 성향 진단] [그림 1] 종목 성향 진단 대양제지의 투자 스타일은 가치주에 가깝다. 기업 가치 대비 낮은 주가가 매력적인 기업이다. 주가 모멘텀은 좋은 편에 속했다. 최근 3개월 수익률은 60%의 상승폭을 기록했다. 최근 1개월 수익률 또한 11.7% 상승하며 좋은 모멘텀을 보이고 있다. 대양제지 종목에 대한 투자자의 관심도는 상대적으로 낮은 편이었다. [투자 점수 진단] [그림 2] 투자 점수 진단 대양제지는 성장성(매출증가율(YoY)) 측면에서 두각을 나타내고 있다. 최근 매출증가율(YoY)은 83점으로 6개의 핵심 팩터 중 가장 높은 점수를 기록했다. 매출증가율(YoY)은  전체 시장 내 314위를 기록하며 상위 17.24%에 위치했다. 업종별로는 34위를 기록하며 상위 15.14%에 위치했다. 그리고 저평가성1(PER) 역시 도드라지는 편이다. 저평가성1 점수는 77점으로 두번째로 높은 점수를 기록했다. PER은 전체 시장 내 425위를 기록하며 상위 22.97%에 위치했다. 업종별로는 59위를 기록하며 상위 26.61%에 위치했다. 그러나 부채비율이 아쉬움을 나타냈다. [종합 투자점수] [그림 3] 종합 투자점수 AI 인공지능 분석을 통한 대양제지의 종목 종합 스코어는 72점을 기록했다. 이는 동일 업종 평균점수인 61점과 시장 평균점수인 59점를 상회하는 수치였다. (위의 AI인공지능 점수는 재무 데이터를 기반으로 전체 상장 종목과 비교/분석하여 도출한 점수로 높은 점수가 반드시 높은 수익률을 보장하지 않습니다. 위의 자료는 당사의 추천 종목이 아니며, 투자 시 참고용으로 제시해드리는 것입니다.) 라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다. 라이온봇기자 ⓒ 한국경제TV, 무단 전재 및 재배포 금지 한국경제TV 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.바이오주 급락…증시 전문가들 ""저도 몰라요""美 '최악의 연쇄살인' 풀렸다…소름돋는 범인 정체이명희 '임산부' 갑질…""조선시대 노비 다루듯""박하선 '다이어트 성공' 인증샷 ""웰컴백 44사이즈""왕빛나 서구적 몸매 비결…'20kg을 한 번에?'"
이데일리,006580,/news/news_read.nhn?article_id=0004056781&office_id=018&mode=search&query=대양제지&page=1,2018-03-15 07:40,[표]대양제지 등 코스닥 자사주 신청내역(15일),[이데일리 증권시장부]
서울경제,006580,/news/news_read.nhn?article_id=0002825574&office_id=011&mode=search&query=대양제지&page=1,2016-05-03 12:56,"대양제지, 대표이사 변경",대양제지(006580)는 3일 권혁용 대표이사의 별세로 기존 권영·권혁용 공동 대표이사 체제에서 권영 대표이사 체제로 변경됐다고 공시했다.
파이낸셜뉴스,006580,/news/news_read.nhn?article_id=0003995283&office_id=014&mode=search&query=대양제지&page=1,2018-04-04 09:33,"[fnRASSI]대양제지, 52주 신고가...1.31% &uarr;","대양제지(006580)는 52주신고가를 기록하고 있어 주목할만하다. 동종목의 현재 주가는 3,095원 선에서 이루어지고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 66만 주이다. 이는 60일 일 평균 거래량 17만 주와 비교해보면 최근 거래량이 급격히 늘어났다는 것을 알 수 있다. 퀀트 재무분석, 종합점수 18점으로 상승                    지표               항목               값               종합점수                 성장성               매출액증가율               0.12               5.45                 자기자본증가율               -0.04                 안정성               부채비율               144.84               5.41                 유동비율               52.98                 이익안정성               6.94                 수익성               ROA               -1.11               2.63                 ROE               -2.72                 영업이익율               0.9          대양제지의 퀀트 재무 점수는 13.49점으로 3개월 이전 12.37점보다 올랐다. 지난 분기에 비해 성장성 점수가 상승했다. 이는 매출액 증가율과 자기자본 증가율이 증가하였기 때문이다. 수익성 측면에서 볼때 ROA, ROE, 영업이익률 모두 개선되어 이전보다 좋은 점수를 받았다. 외국인, 기관 모두 보유량 증가 (5일 누적) 최근 5일간 동종목의 외국인 투자자는 54,228주 순매수하였고 마찬가지로 기관은 0주 순매수하였다. 전날 외국인은 17,535주 순매수했지만 기관은 순매수량이 0으로 보유비율 그대로 유지했다. 다음 표는 동종목의 외국인, 기관의 일별 순매수량을 나타낸 것이다. 'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다."
머니투데이,006580,/news/news_read.nhn?article_id=0003876756&office_id=008&mode=search&query=대양제지&page=1,2017-05-23 15:44,"대양제지, 오는 26일 주권매매거래정지 해제",[머니투데이 박상빈 기자] 대양제지는 23일 액면분할 주권 변경상장을 사유로 오는 26일 보통주 주권매매거래정지가 해제된다고 공시했다. textlinktopstart textlinktopend textlinkstart
뉴시스,006580,/news/news_read.nhn?article_id=0007205245&office_id=003&mode=search&query=대양제지&page=1,2016-05-03 11:50,"대양제지, 권혁용 대표 별세&hellip;권영 단독대표 체제로 변경",【서울=뉴시스】김주아 기자 = 대양제지(006580)는 권혁용 공동 대표이사가 사망함에 따라 기존 권혁용·권영 공동 대표이사 체제에서 권영 단독 대표이사 체제로 변경됐다고 3일 공시했다.
서울경제,006580,/news/news_read.nhn?article_id=0003363396&office_id=011&mode=search&query=대양제지&page=1,2018-08-02 09:52,"&lt;코&gt;대양제지, 전일 대비 7.48% 상승.. 일일회전율은 0.43% 기록","[서울경제] 대양제지(006580) 는 2일 오전 9시 51분 현재 7.48% 오른 3,090원에 거래되고 있으며, 29(매도):71(매수)의 매수우위를 기록하고 있다. 거래대금은 3억4,572만, 거래량은 11만4,645주로 거래량회전율은 0.43%로 나타났다. 지난 1개월간 대양제지는 상승 11회, 하락 15회를 기록했고, 주가수익률은 6.00% 표준편차는 2.90%를 기록했다. 이 기간 ' 종이·목재업 ' 업종 평균 주가수익률은 -2.55%로 나타났으며, 변동성은 1.62%를 기록했다. 이 시각 현재 ' 종이·목재업 '은 1.42% 상승 중이며, 57(매도):43(매수)의 매도우위를 기록하고 있다."
